Month of Date,Country,Number of Active Flights,Increase Percentage_x,Increase Percentage_y
2020-12-01,Ireland,24,16.304347826086957,0.16304347826086957
2021-01-01,Ireland,44,16.304347826086957,0.16304347826086957
2021-02-01,Ireland,28,16.304347826086957,0.16304347826086957
2021-03-01,Ireland,22,16.304347826086957,0.16304347826086957
2021-04-01,Ireland,28,16.304347826086957,0.16304347826086957
2021-05-01,Ireland,22,16.304347826086957,0.16304347826086957
2021-06-01,Ireland,46,16.304347826086957,0.16304347826086957
2021-07-01,Ireland,100,16.304347826086957,0.16304347826086957
2021-08-01,Ireland,94,16.304347826086957,0.16304347826086957
2021-09-01,Ireland,128,16.304347826086957,0.16304347826086957
2021-10-01,Ireland,106,16.304347826086957,0.16304347826086957
2021-11-01,Ireland,134,16.304347826086957,0.16304347826086957
2021-12-01,Ireland,162,16.304347826086957,0.16304347826086957
2022-01-01,Ireland,138,16.304347826086957,0.16304347826086957
2022-02-01,Ireland,122,16.304347826086957,0.16304347826086957
2022-03-01,Ireland,154,16.304347826086957,0.16304347826086957
2022-04-01,Ireland,194,16.304347826086957,0.16304347826086957
2022-05-01,Ireland,194,16.304347826086957,0.16304347826086957
2022-06-01,Ireland,220,16.304347826086957,0.16304347826086957
2022-07-01,Ireland,200,16.304347826086957,0.16304347826086957
2022-08-01,Ireland,192,16.304347826086957,0.16304347826086957
2022-09-01,Ireland,234,16.304347826086957,0.16304347826086957
2022-10-01,Ireland,214,16.304347826086957,0.16304347826086957
2020-01-01,India,546,-45.42124542124542,-0.4542124542124542
2020-02-01,India,560,-45.42124542124542,-0.4542124542124542
2020-03-01,India,402,-45.42124542124542,-0.4542124542124542
2020-04-01,India,16,-45.42124542124542,-0.4542124542124542
2020-05-01,India,58,-45.42124542124542,-0.4542124542124542
2020-06-01,India,146,-45.42124542124542,-0.4542124542124542
2020-07-01,India,134,-45.42124542124542,-0.4542124542124542
2020-08-01,India,128,-45.42124542124542,-0.4542124542124542
2020-09-01,India,148,-45.42124542124542,-0.4542124542124542
2020-10-01,India,244,-45.42124542124542,-0.4542124542124542
2020-11-01,India,294,-45.42124542124542,-0.4542124542124542
2020-12-01,India,344,-45.42124542124542,-0.4542124542124542
2021-01-01,India,424,-45.42124542124542,-0.4542124542124542
2021-02-01,India,342,-45.42124542124542,-0.4542124542124542
2021-03-01,India,436,-45.42124542124542,-0.4542124542124542
2021-04-01,India,282,-45.42124542124542,-0.4542124542124542
2021-05-01,India,158,-45.42124542124542,-0.4542124542124542
2021-06-01,India,152,-45.42124542124542,-0.4542124542124542
2021-07-01,India,184,-45.42124542124542,-0.4542124542124542
2021-08-01,India,262,-45.42124542124542,-0.4542124542124542
2021-09-01,India,244,-45.42124542124542,-0.4542124542124542
2021-10-01,India,230,-45.42124542124542,-0.4542124542124542
2021-11-01,India,246,-45.42124542124542,-0.4542124542124542
2021-12-01,India,284,-45.42124542124542,-0.4542124542124542
2022-01-01,India,206,-45.42124542124542,-0.4542124542124542
2022-02-01,India,232,-45.42124542124542,-0.4542124542124542
2022-03-01,India,242,-45.42124542124542,-0.4542124542124542
2022-04-01,India,264,-45.42124542124542,-0.4542124542124542
2022-05-01,India,292,-45.42124542124542,-0.4542124542124542
2022-06-01,India,276,-45.42124542124542,-0.4542124542124542
2022-07-01,India,304,-45.42124542124542,-0.4542124542124542
2022-08-01,India,332,-45.42124542124542,-0.4542124542124542
2022-09-01,India,260,-45.42124542124542,-0.4542124542124542
2022-10-01,India,298,-45.42124542124542,-0.4542124542124542
2020-01-01,Iceland,30,13.333333333333334,0.13333333333333333
2020-02-01,Iceland,28,13.333333333333334,0.13333333333333333
2020-03-01,Iceland,20,13.333333333333334,0.13333333333333333
2020-04-01,Iceland,4,13.333333333333334,0.13333333333333333
2020-05-01,Iceland,16,13.333333333333334,0.13333333333333333
2020-06-01,Iceland,10,13.333333333333334,0.13333333333333333
2020-07-01,Iceland,12,13.333333333333334,0.13333333333333333
2020-08-01,Iceland,14,13.333333333333334,0.13333333333333333
2020-09-01,Iceland,2,13.333333333333334,0.13333333333333333
2020-10-01,Iceland,4,13.333333333333334,0.13333333333333333
2020-11-01,Iceland,2,13.333333333333334,0.13333333333333333
2020-12-01,Iceland,6,13.333333333333334,0.13333333333333333
2021-04-01,Iceland,2,13.333333333333334,0.13333333333333333
2021-06-01,Iceland,22,13.333333333333334,0.13333333333333333
2021-07-01,Iceland,34,13.333333333333334,0.13333333333333333
2021-08-01,Iceland,18,13.333333333333334,0.13333333333333333
2021-09-01,Iceland,6,13.333333333333334,0.13333333333333333
2021-10-01,Iceland,12,13.333333333333334,0.13333333333333333
2021-11-01,Iceland,24,13.333333333333334,0.13333333333333333
2021-12-01,Iceland,26,13.333333333333334,0.13333333333333333
2022-01-01,Iceland,32,13.333333333333334,0.13333333333333333
2022-02-01,Iceland,20,13.333333333333334,0.13333333333333333
2022-03-01,Iceland,52,13.333333333333334,0.13333333333333333
2022-04-01,Iceland,20,13.333333333333334,0.13333333333333333
2022-05-01,Iceland,14,13.333333333333334,0.13333333333333333
2022-06-01,Iceland,6,13.333333333333334,0.13333333333333333
2022-09-01,Iceland,52,13.333333333333334,0.13333333333333333
2022-10-01,Iceland,34,13.333333333333334,0.13333333333333333
2020-01-01,Hungary,54,25.925925925925924,0.25925925925925924
2020-02-01,Hungary,62,25.925925925925924,0.25925925925925924
2020-03-01,Hungary,48,25.925925925925924,0.25925925925925924
2020-04-01,Hungary,2,25.925925925925924,0.25925925925925924
2020-06-01,Hungary,22,25.925925925925924,0.25925925925925924
2020-07-01,Hungary,48,25.925925925925924,0.25925925925925924
2020-08-01,Hungary,42,25.925925925925924,0.25925925925925924
2020-09-01,Hungary,30,25.925925925925924,0.25925925925925924
2020-10-01,Hungary,12,25.925925925925924,0.25925925925925924
2020-11-01,Hungary,22,25.925925925925924,0.25925925925925924
2020-12-01,Hungary,14,25.925925925925924,0.25925925925925924
2021-01-01,Hungary,14,25.925925925925924,0.25925925925925924
2021-02-01,Hungary,16,25.925925925925924,0.25925925925925924
2021-03-01,Hungary,16,25.925925925925924,0.25925925925925924
2021-04-01,Hungary,4,25.925925925925924,0.25925925925925924
2021-05-01,Hungary,16,25.925925925925924,0.25925925925925924
2021-06-01,Hungary,16,25.925925925925924,0.25925925925925924
2021-07-01,Hungary,50,25.925925925925924,0.25925925925925924
2021-08-01,Hungary,56,25.925925925925924,0.25925925925925924
2021-09-01,Hungary,28,25.925925925925924,0.25925925925925924
2021-10-01,Hungary,52,25.925925925925924,0.25925925925925924
2021-11-01,Hungary,42,25.925925925925924,0.25925925925925924
2021-12-01,Hungary,62,25.925925925925924,0.25925925925925924
2022-01-01,Hungary,60,25.925925925925924,0.25925925925925924
2022-02-01,Hungary,36,25.925925925925924,0.25925925925925924
2022-03-01,Hungary,40,25.925925925925924,0.25925925925925924
2022-04-01,Hungary,60,25.925925925925924,0.25925925925925924
2022-05-01,Hungary,74,25.925925925925924,0.25925925925925924
2022-06-01,Hungary,80,25.925925925925924,0.25925925925925924
2022-07-01,Hungary,88,25.925925925925924,0.25925925925925924
2022-08-01,Hungary,44,25.925925925925924,0.25925925925925924
2022-09-01,Hungary,62,25.925925925925924,0.25925925925925924
2022-10-01,Hungary,68,25.925925925925924,0.25925925925925924
2020-01-01,Hong Kong,198,-76.76767676767676,-0.7676767676767676
2020-02-01,Hong Kong,116,-76.76767676767676,-0.7676767676767676
2020-03-01,Hong Kong,78,-76.76767676767676,-0.7676767676767676
2020-04-01,Hong Kong,56,-76.76767676767676,-0.7676767676767676
2020-05-01,Hong Kong,88,-76.76767676767676,-0.7676767676767676
2020-06-01,Hong Kong,72,-76.76767676767676,-0.7676767676767676
2020-07-01,Hong Kong,98,-76.76767676767676,-0.7676767676767676
2020-08-01,Hong Kong,86,-76.76767676767676,-0.7676767676767676
2020-09-01,Hong Kong,78,-76.76767676767676,-0.7676767676767676
2020-10-01,Hong Kong,82,-76.76767676767676,-0.7676767676767676
2020-11-01,Hong Kong,108,-76.76767676767676,-0.7676767676767676
2020-12-01,Hong Kong,86,-76.76767676767676,-0.7676767676767676
2021-01-01,Hong Kong,96,-76.76767676767676,-0.7676767676767676
2021-02-01,Hong Kong,40,-76.76767676767676,-0.7676767676767676
2021-03-01,Hong Kong,86,-76.76767676767676,-0.7676767676767676
2021-04-01,Hong Kong,78,-76.76767676767676,-0.7676767676767676
2021-05-01,Hong Kong,64,-76.76767676767676,-0.7676767676767676
2021-06-01,Hong Kong,56,-76.76767676767676,-0.7676767676767676
2021-07-01,Hong Kong,76,-76.76767676767676,-0.7676767676767676
2021-08-01,Hong Kong,102,-76.76767676767676,-0.7676767676767676
2021-09-01,Hong Kong,76,-76.76767676767676,-0.7676767676767676
2021-10-01,Hong Kong,38,-76.76767676767676,-0.7676767676767676
2021-11-01,Hong Kong,58,-76.76767676767676,-0.7676767676767676
2021-12-01,Hong Kong,54,-76.76767676767676,-0.7676767676767676
2022-01-01,Hong Kong,56,-76.76767676767676,-0.7676767676767676
2022-02-01,Hong Kong,30,-76.76767676767676,-0.7676767676767676
2022-03-01,Hong Kong,26,-76.76767676767676,-0.7676767676767676
2022-04-01,Hong Kong,28,-76.76767676767676,-0.7676767676767676
2022-05-01,Hong Kong,34,-76.76767676767676,-0.7676767676767676
2022-06-01,Hong Kong,78,-76.76767676767676,-0.7676767676767676
2022-07-01,Hong Kong,38,-76.76767676767676,-0.7676767676767676
2022-08-01,Hong Kong,28,-76.76767676767676,-0.7676767676767676
2022-09-01,Hong Kong,60,-76.76767676767676,-0.7676767676767676
2022-10-01,Hong Kong,46,-76.76767676767676,-0.7676767676767676
2020-01-01,Guernsey,12,16.666666666666664,0.16666666666666666
2020-02-01,Guernsey,4,16.666666666666664,0.16666666666666666
2020-03-01,Guernsey,2,16.666666666666664,0.16666666666666666
2020-05-01,Guernsey,2,16.666666666666664,0.16666666666666666
2020-06-01,Guernsey,2,16.666666666666664,0.16666666666666666
2020-07-01,Guernsey,2,16.666666666666664,0.16666666666666666
2020-10-01,Guernsey,6,16.666666666666664,0.16666666666666666
2020-11-01,Guernsey,6,16.666666666666664,0.16666666666666666
2020-12-01,Guernsey,4,16.666666666666664,0.16666666666666666
2021-04-01,Guernsey,4,16.666666666666664,0.16666666666666666
2021-05-01,Guernsey,4,16.666666666666664,0.16666666666666666
2021-07-01,Guernsey,6,16.666666666666664,0.16666666666666666
2021-08-01,Guernsey,8,16.666666666666664,0.16666666666666666
2021-09-01,Guernsey,6,16.666666666666664,0.16666666666666666
2021-10-01,Guernsey,10,16.666666666666664,0.16666666666666666
2021-11-01,Guernsey,4,16.666666666666664,0.16666666666666666
2021-12-01,Guernsey,10,16.666666666666664,0.16666666666666666
2022-01-01,Guernsey,14,16.666666666666664,0.16666666666666666
2022-02-01,Guernsey,12,16.666666666666664,0.16666666666666666
2022-03-01,Guernsey,10,16.666666666666664,0.16666666666666666
2022-04-01,Guernsey,10,16.666666666666664,0.16666666666666666
2022-05-01,Guernsey,20,16.666666666666664,0.16666666666666666
2022-06-01,Guernsey,18,16.666666666666664,0.16666666666666666
2022-07-01,Guernsey,16,16.666666666666664,0.16666666666666666
2022-08-01,Guernsey,16,16.666666666666664,0.16666666666666666
2022-09-01,Guernsey,16,16.666666666666664,0.16666666666666666
2022-10-01,Guernsey,14,16.666666666666664,0.16666666666666666
2020-01-01,Guatemala,2,500.0,5.0
2020-07-01,Guatemala,4,500.0,5.0
2020-08-01,Guatemala,12,500.0,5.0
2020-09-01,Guatemala,12,500.0,5.0
2020-10-01,Guatemala,4,500.0,5.0
2020-11-01,Guatemala,2,500.0,5.0
2020-12-01,Guatemala,20,500.0,5.0
2021-01-01,Guatemala,14,500.0,5.0
2021-02-01,Guatemala,10,500.0,5.0
2021-03-01,Guatemala,14,500.0,5.0
2021-04-01,Guatemala,10,500.0,5.0
2021-06-01,Guatemala,8,500.0,5.0
2021-07-01,Guatemala,2,500.0,5.0
2021-08-01,Guatemala,10,500.0,5.0
2021-09-01,Guatemala,4,500.0,5.0
2021-10-01,Guatemala,6,500.0,5.0
2021-11-01,Guatemala,12,500.0,5.0
2021-12-01,Guatemala,22,500.0,5.0
2022-01-01,Guatemala,10,500.0,5.0
2022-02-01,Guatemala,2,500.0,5.0
2022-03-01,Guatemala,4,500.0,5.0
2022-04-01,Guatemala,8,500.0,5.0
2022-05-01,Guatemala,8,500.0,5.0
2022-06-01,Guatemala,6,500.0,5.0
2022-07-01,Guatemala,10,500.0,5.0
2022-08-01,Guatemala,8,500.0,5.0
2022-09-01,Guatemala,10,500.0,5.0
2022-10-01,Guatemala,12,500.0,5.0
2020-01-01,Greece,68,102.94117647058823,1.0294117647058822
2020-02-01,Greece,42,102.94117647058823,1.0294117647058822
2020-03-01,Greece,40,102.94117647058823,1.0294117647058822
2020-04-01,Greece,10,102.94117647058823,1.0294117647058822
2020-05-01,Greece,18,102.94117647058823,1.0294117647058822
2020-06-01,Greece,30,102.94117647058823,1.0294117647058822
2020-07-01,Greece,114,102.94117647058823,1.0294117647058822
2020-08-01,Greece,122,102.94117647058823,1.0294117647058822
2020-09-01,Greece,66,102.94117647058823,1.0294117647058822
2020-10-01,Greece,64,102.94117647058823,1.0294117647058822
2020-11-01,Greece,24,102.94117647058823,1.0294117647058822
2020-12-01,Greece,14,102.94117647058823,1.0294117647058822
2021-02-01,Greece,18,102.94117647058823,1.0294117647058822
2021-03-01,Greece,16,102.94117647058823,1.0294117647058822
2021-04-01,Greece,22,102.94117647058823,1.0294117647058822
2021-05-01,Greece,46,102.94117647058823,1.0294117647058822
2021-06-01,Greece,64,102.94117647058823,1.0294117647058822
2021-07-01,Greece,138,102.94117647058823,1.0294117647058822
2021-08-01,Greece,188,102.94117647058823,1.0294117647058822
2021-09-01,Greece,120,102.94117647058823,1.0294117647058822
2021-10-01,Greece,88,102.94117647058823,1.0294117647058822
2021-11-01,Greece,70,102.94117647058823,1.0294117647058822
2021-12-01,Greece,46,102.94117647058823,1.0294117647058822
2022-01-01,Greece,46,102.94117647058823,1.0294117647058822
2022-02-01,Greece,42,102.94117647058823,1.0294117647058822
2022-03-01,Greece,30,102.94117647058823,1.0294117647058822
2022-04-01,Greece,76,102.94117647058823,1.0294117647058822
2022-05-01,Greece,132,102.94117647058823,1.0294117647058822
2022-06-01,Greece,154,102.94117647058823,1.0294117647058822
2022-07-01,Greece,154,102.94117647058823,1.0294117647058822
2022-08-01,Greece,184,102.94117647058823,1.0294117647058822
2022-09-01,Greece,180,102.94117647058823,1.0294117647058822
2022-10-01,Greece,138,102.94117647058823,1.0294117647058822
2020-01-01,Germany,1118,12.701252236135957,0.12701252236135957
2020-02-01,Germany,1132,12.701252236135957,0.12701252236135957
2020-03-01,Germany,762,12.701252236135957,0.12701252236135957
2020-04-01,Germany,206,12.701252236135957,0.12701252236135957
2020-05-01,Germany,276,12.701252236135957,0.12701252236135957
2020-06-01,Germany,380,12.701252236135957,0.12701252236135957
2020-07-01,Germany,630,12.701252236135957,0.12701252236135957
2020-08-01,Germany,658,12.701252236135957,0.12701252236135957
2020-09-01,Germany,668,12.701252236135957,0.12701252236135957
2020-10-01,Germany,696,12.701252236135957,0.12701252236135957
2020-11-01,Germany,434,12.701252236135957,0.12701252236135957
2020-12-01,Germany,346,12.701252236135957,0.12701252236135957
2021-01-01,Germany,362,12.701252236135957,0.12701252236135957
2021-02-01,Germany,312,12.701252236135957,0.12701252236135957
2021-03-01,Germany,408,12.701252236135957,0.12701252236135957
2021-04-01,Germany,466,12.701252236135957,0.12701252236135957
2021-05-01,Germany,526,12.701252236135957,0.12701252236135957
2021-06-01,Germany,668,12.701252236135957,0.12701252236135957
2021-07-01,Germany,890,12.701252236135957,0.12701252236135957
2021-08-01,Germany,836,12.701252236135957,0.12701252236135957
2021-09-01,Germany,878,12.701252236135957,0.12701252236135957
2021-10-01,Germany,974,12.701252236135957,0.12701252236135957
2021-11-01,Germany,928,12.701252236135957,0.12701252236135957
2021-12-01,Germany,878,12.701252236135957,0.12701252236135957
2022-01-01,Germany,682,12.701252236135957,0.12701252236135957
2022-02-01,Germany,634,12.701252236135957,0.12701252236135957
2022-03-01,Germany,852,12.701252236135957,0.12701252236135957
2022-04-01,Germany,1058,12.701252236135957,0.12701252236135957
2022-05-01,Germany,1116,12.701252236135957,0.12701252236135957
2022-06-01,Germany,1244,12.701252236135957,0.12701252236135957
2022-07-01,Germany,1072,12.701252236135957,0.12701252236135957
2022-08-01,Germany,1140,12.701252236135957,0.12701252236135957
2022-09-01,Germany,1208,12.701252236135957,0.12701252236135957
2022-10-01,Germany,1260,12.701252236135957,0.12701252236135957
2020-01-01,Georgia,2,0.0,0.0
2020-02-01,Georgia,6,0.0,0.0
2021-08-01,Georgia,4,0.0,0.0
2021-09-01,Georgia,2,0.0,0.0
2022-01-01,Georgia,2,0.0,0.0
2022-03-01,Georgia,2,0.0,0.0
2022-04-01,Georgia,6,0.0,0.0
2022-05-01,Georgia,4,0.0,0.0
2022-06-01,Georgia,2,0.0,0.0
2022-07-01,Georgia,2,0.0,0.0
2022-08-01,Georgia,4,0.0,0.0
2022-09-01,Georgia,6,0.0,0.0
2022-10-01,Georgia,2,0.0,0.0
2020-01-01,French Polynesia,4,0.0,0.0
2020-02-01,French Polynesia,2,0.0,0.0
2020-08-01,French Polynesia,2,0.0,0.0
2020-09-01,French Polynesia,6,0.0,0.0
2020-10-01,French Polynesia,2,0.0,0.0
2021-01-01,French Polynesia,2,0.0,0.0
2021-05-01,French Polynesia,2,0.0,0.0
2021-08-01,French Polynesia,2,0.0,0.0
2021-09-01,French Polynesia,6,0.0,0.0
2021-10-01,French Polynesia,2,0.0,0.0
2021-11-01,French Polynesia,2,0.0,0.0
2022-01-01,French Polynesia,6,0.0,0.0
2022-02-01,French Polynesia,4,0.0,0.0
2022-03-01,French Polynesia,6,0.0,0.0
2022-04-01,French Polynesia,6,0.0,0.0
2022-05-01,French Polynesia,8,0.0,0.0
2022-06-01,French Polynesia,8,0.0,0.0
2022-07-01,French Polynesia,2,0.0,0.0
2022-08-01,French Polynesia,2,0.0,0.0
2022-09-01,French Polynesia,2,0.0,0.0
2022-10-01,French Polynesia,4,0.0,0.0
2020-01-01,France,524,60.68702290076335,0.6068702290076335
2020-02-01,France,586,60.68702290076335,0.6068702290076335
2020-03-01,France,462,60.68702290076335,0.6068702290076335
2020-04-01,France,48,60.68702290076335,0.6068702290076335
2020-05-01,France,106,60.68702290076335,0.6068702290076335
2020-06-01,France,172,60.68702290076335,0.6068702290076335
