Month of Date,City,Number of Active Flights,Increase Percentage
2022-10-01,Vienna,128,-0.14666666666666667
2020-01-01,Victoria,22,-0.36363636363636365
2020-02-01,Victoria,26,-0.36363636363636365
2020-03-01,Victoria,10,-0.36363636363636365
2020-04-01,Victoria,2,-0.36363636363636365
2020-05-01,Victoria,8,-0.36363636363636365
2020-07-01,Victoria,4,-0.36363636363636365
2020-08-01,Victoria,6,-0.36363636363636365
2020-09-01,Victoria,10,-0.36363636363636365
2020-10-01,Victoria,2,-0.36363636363636365
2020-11-01,Victoria,4,-0.36363636363636365
2020-12-01,Victoria,6,-0.36363636363636365
2021-01-01,Victoria,16,-0.36363636363636365
2021-02-01,Victoria,10,-0.36363636363636365
2021-03-01,Victoria,10,-0.36363636363636365
2021-04-01,Victoria,12,-0.36363636363636365
2021-05-01,Victoria,4,-0.36363636363636365
2021-06-01,Victoria,12,-0.36363636363636365
2021-07-01,Victoria,10,-0.36363636363636365
2021-08-01,Victoria,28,-0.36363636363636365
2021-09-01,Victoria,12,-0.36363636363636365
2021-10-01,Victoria,16,-0.36363636363636365
2021-11-01,Victoria,16,-0.36363636363636365
2021-12-01,Victoria,20,-0.36363636363636365
2022-01-01,Victoria,20,-0.36363636363636365
2022-02-01,Victoria,20,-0.36363636363636365
2022-03-01,Victoria,20,-0.36363636363636365
2022-04-01,Victoria,32,-0.36363636363636365
2022-05-01,Victoria,20,-0.36363636363636365
2022-06-01,Victoria,18,-0.36363636363636365
2022-07-01,Victoria,38,-0.36363636363636365
2022-08-01,Victoria,26,-0.36363636363636365
2022-09-01,Victoria,50,-0.36363636363636365
2022-10-01,Victoria,14,-0.36363636363636365
2020-01-01,Venice,48,0.125
2020-02-01,Venice,46,0.125
2020-03-01,Venice,20,0.125
2020-05-01,Venice,2,0.125
2020-06-01,Venice,10,0.125
2020-07-01,Venice,26,0.125
2020-08-01,Venice,32,0.125
2020-09-01,Venice,30,0.125
2020-10-01,Venice,22,0.125
2020-11-01,Venice,12,0.125
2020-12-01,Venice,12,0.125
2021-01-01,Venice,12,0.125
2021-02-01,Venice,14,0.125
2021-03-01,Venice,6,0.125
2021-04-01,Venice,12,0.125
2021-05-01,Venice,16,0.125
2021-06-01,Venice,26,0.125
2021-07-01,Venice,32,0.125
2021-08-01,Venice,40,0.125
2021-09-01,Venice,28,0.125
2021-10-01,Venice,32,0.125
2021-11-01,Venice,20,0.125
2021-12-01,Venice,32,0.125
2022-01-01,Venice,26,0.125
2022-02-01,Venice,18,0.125
2022-03-01,Venice,50,0.125
2022-04-01,Venice,52,0.125
2022-05-01,Venice,66,0.125
2022-06-01,Venice,62,0.125
2022-07-01,Venice,66,0.125
2022-08-01,Venice,64,0.125
2022-09-01,Venice,52,0.125
2022-10-01,Venice,54,0.125
2020-01-01,Vancouver,118,0.2033898305084746
2020-02-01,Vancouver,118,0.2033898305084746
2020-03-01,Vancouver,92,0.2033898305084746
2020-04-01,Vancouver,26,0.2033898305084746
2020-05-01,Vancouver,28,0.2033898305084746
2020-06-01,Vancouver,42,0.2033898305084746
2020-07-01,Vancouver,34,0.2033898305084746
2020-08-01,Vancouver,46,0.2033898305084746
2020-09-01,Vancouver,32,0.2033898305084746
2020-10-01,Vancouver,44,0.2033898305084746
2020-11-01,Vancouver,42,0.2033898305084746
2020-12-01,Vancouver,36,0.2033898305084746
2021-01-01,Vancouver,56,0.2033898305084746
2021-02-01,Vancouver,50,0.2033898305084746
2021-03-01,Vancouver,36,0.2033898305084746
2021-04-01,Vancouver,32,0.2033898305084746
2021-05-01,Vancouver,36,0.2033898305084746
2021-06-01,Vancouver,62,0.2033898305084746
2021-07-01,Vancouver,66,0.2033898305084746
2021-08-01,Vancouver,100,0.2033898305084746
2021-09-01,Vancouver,80,0.2033898305084746
2021-10-01,Vancouver,94,0.2033898305084746
2021-11-01,Vancouver,66,0.2033898305084746
2021-12-01,Vancouver,84,0.2033898305084746
2022-01-01,Vancouver,82,0.2033898305084746
2022-02-01,Vancouver,72,0.2033898305084746
2022-03-01,Vancouver,98,0.2033898305084746
2022-04-01,Vancouver,110,0.2033898305084746
2022-05-01,Vancouver,114,0.2033898305084746
2022-06-01,Vancouver,96,0.2033898305084746
2022-07-01,Vancouver,132,0.2033898305084746
2022-08-01,Vancouver,152,0.2033898305084746
2022-09-01,Vancouver,150,0.2033898305084746
2022-10-01,Vancouver,142,0.2033898305084746
2020-01-01,Van Nuys,18,-0.6666666666666666
2020-02-01,Van Nuys,6,-0.6666666666666666
2020-03-01,Van Nuys,14,-0.6666666666666666
2020-04-01,Van Nuys,8,-0.6666666666666666
2020-05-01,Van Nuys,8,-0.6666666666666666
2020-06-01,Van Nuys,12,-0.6666666666666666
2020-07-01,Van Nuys,6,-0.6666666666666666
2020-08-01,Van Nuys,10,-0.6666666666666666
2020-10-01,Van Nuys,10,-0.6666666666666666
2020-11-01,Van Nuys,12,-0.6666666666666666
2020-12-01,Van Nuys,8,-0.6666666666666666
2021-01-01,Van Nuys,6,-0.6666666666666666
2021-02-01,Van Nuys,10,-0.6666666666666666
2021-03-01,Van Nuys,14,-0.6666666666666666
2021-04-01,Van Nuys,16,-0.6666666666666666
2021-05-01,Van Nuys,10,-0.6666666666666666
2021-06-01,Van Nuys,12,-0.6666666666666666
2021-07-01,Van Nuys,14,-0.6666666666666666
2021-08-01,Van Nuys,20,-0.6666666666666666
2021-09-01,Van Nuys,22,-0.6666666666666666
2021-10-01,Van Nuys,36,-0.6666666666666666
2021-11-01,Van Nuys,22,-0.6666666666666666
2021-12-01,Van Nuys,4,-0.6666666666666666
2022-01-01,Van Nuys,18,-0.6666666666666666
2022-02-01,Van Nuys,8,-0.6666666666666666
2022-03-01,Van Nuys,10,-0.6666666666666666
2022-04-01,Van Nuys,6,-0.6666666666666666
2022-05-01,Van Nuys,14,-0.6666666666666666
2022-06-01,Van Nuys,12,-0.6666666666666666
2022-07-01,Van Nuys,14,-0.6666666666666666
2022-08-01,Van Nuys,14,-0.6666666666666666
2022-09-01,Van Nuys,12,-0.6666666666666666
2022-10-01,Van Nuys,6,-0.6666666666666666
2020-01-01,Usinsk,2,0.0
2020-12-01,Usinsk,2,0.0
2021-09-01,Usinsk,2,0.0
2022-06-01,Usinsk,2,0.0
2022-10-01,Usinsk,2,0.0
2020-01-01,Ulyanovsk,2,0.0
2020-02-01,Ulyanovsk,4,0.0
2020-06-01,Ulyanovsk,2,0.0
2020-08-01,Ulyanovsk,4,0.0
2020-09-01,Ulyanovsk,6,0.0
2020-10-01,Ulyanovsk,2,0.0
2021-02-01,Ulyanovsk,4,0.0
2021-03-01,Ulyanovsk,2,0.0
2021-04-01,Ulyanovsk,6,0.0
2021-06-01,Ulyanovsk,6,0.0
2021-08-01,Ulyanovsk,2,0.0
2022-09-01,Ulyanovsk,4,0.0
2022-10-01,Ulyanovsk,2,0.0
2020-01-01,Turin,14,-0.2857142857142857
2020-02-01,Turin,2,-0.2857142857142857
2020-03-01,Turin,2,-0.2857142857142857
2020-06-01,Turin,2,-0.2857142857142857
2020-07-01,Turin,2,-0.2857142857142857
2020-08-01,Turin,2,-0.2857142857142857
2020-09-01,Turin,4,-0.2857142857142857
2020-10-01,Turin,8,-0.2857142857142857
2020-11-01,Turin,2,-0.2857142857142857
2020-12-01,Turin,2,-0.2857142857142857
2021-02-01,Turin,2,-0.2857142857142857
2021-05-01,Turin,2,-0.2857142857142857
2021-06-01,Turin,6,-0.2857142857142857
2021-07-01,Turin,16,-0.2857142857142857
2021-08-01,Turin,6,-0.2857142857142857
2021-09-01,Turin,6,-0.2857142857142857
2021-10-01,Turin,12,-0.2857142857142857
2021-11-01,Turin,6,-0.2857142857142857
2021-12-01,Turin,12,-0.2857142857142857
2022-05-01,Turin,2,-0.2857142857142857
2022-06-01,Turin,14,-0.2857142857142857
2022-07-01,Turin,10,-0.2857142857142857
2022-08-01,Turin,4,-0.2857142857142857
2022-09-01,Turin,10,-0.2857142857142857
2022-10-01,Turin,10,-0.2857142857142857
2020-01-01,Tunica,12,-0.5
2020-02-01,Tunica,16,-0.5
2020-03-01,Tunica,28,-0.5
2020-04-01,Tunica,8,-0.5
2020-05-01,Tunica,14,-0.5
2020-06-01,Tunica,10,-0.5
2020-07-01,Tunica,6,-0.5
2020-08-01,Tunica,12,-0.5
2020-09-01,Tunica,22,-0.5
2020-10-01,Tunica,8,-0.5
2020-11-01,Tunica,8,-0.5
2020-12-01,Tunica,10,-0.5
2021-01-01,Tunica,12,-0.5
2021-02-01,Tunica,6,-0.5
2021-03-01,Tunica,12,-0.5
2021-04-01,Tunica,12,-0.5
2021-05-01,Tunica,4,-0.5
2021-06-01,Tunica,6,-0.5
2021-07-01,Tunica,8,-0.5
2021-09-01,Tunica,2,-0.5
2021-10-01,Tunica,6,-0.5
2021-11-01,Tunica,8,-0.5
2021-12-01,Tunica,12,-0.5
2022-01-01,Tunica,18,-0.5
2022-02-01,Tunica,10,-0.5
2022-03-01,Tunica,8,-0.5
2022-04-01,Tunica,12,-0.5
2022-05-01,Tunica,2,-0.5
2022-08-01,Tunica,2,-0.5
2022-09-01,Tunica,4,-0.5
2022-10-01,Tunica,6,-0.5
2020-01-01,Tulsa,38,0.3157894736842105
2020-02-01,Tulsa,30,0.3157894736842105
2020-03-01,Tulsa,26,0.3157894736842105
2020-04-01,Tulsa,22,0.3157894736842105
2020-05-01,Tulsa,12,0.3157894736842105
2020-06-01,Tulsa,16,0.3157894736842105
2020-07-01,Tulsa,38,0.3157894736842105
2020-08-01,Tulsa,18,0.3157894736842105
2020-09-01,Tulsa,38,0.3157894736842105
2020-10-01,Tulsa,20,0.3157894736842105
2020-11-01,Tulsa,12,0.3157894736842105
2020-12-01,Tulsa,32,0.3157894736842105
2021-01-01,Tulsa,20,0.3157894736842105
2021-02-01,Tulsa,16,0.3157894736842105
2021-03-01,Tulsa,62,0.3157894736842105
2021-04-01,Tulsa,68,0.3157894736842105
2021-05-01,Tulsa,54,0.3157894736842105
2021-06-01,Tulsa,56,0.3157894736842105
2021-07-01,Tulsa,54,0.3157894736842105
2021-08-01,Tulsa,70,0.3157894736842105
2021-09-01,Tulsa,36,0.3157894736842105
2021-10-01,Tulsa,46,0.3157894736842105
2021-11-01,Tulsa,64,0.3157894736842105
2021-12-01,Tulsa,52,0.3157894736842105
2022-01-01,Tulsa,80,0.3157894736842105
2022-02-01,Tulsa,34,0.3157894736842105
2022-03-01,Tulsa,74,0.3157894736842105
2022-04-01,Tulsa,36,0.3157894736842105
2022-05-01,Tulsa,66,0.3157894736842105
2022-06-01,Tulsa,52,0.3157894736842105
2022-07-01,Tulsa,66,0.3157894736842105
2022-08-01,Tulsa,72,0.3157894736842105
2022-09-01,Tulsa,82,0.3157894736842105
2022-10-01,Tulsa,50,0.3157894736842105
2020-01-01,Tucson,30,0.4
2020-02-01,Tucson,22,0.4
2020-03-01,Tucson,32,0.4
2020-04-01,Tucson,10,0.4
2020-05-01,Tucson,12,0.4
2020-06-01,Tucson,18,0.4
2020-07-01,Tucson,12,0.4
2020-08-01,Tucson,16,0.4
2020-09-01,Tucson,8,0.4
2020-10-01,Tucson,16,0.4
2020-11-01,Tucson,12,0.4
2020-12-01,Tucson,32,0.4
2021-01-01,Tucson,32,0.4
2021-02-01,Tucson,28,0.4
2021-03-01,Tucson,38,0.4
2021-04-01,Tucson,40,0.4
2021-05-01,Tucson,40,0.4
2021-06-01,Tucson,26,0.4
2021-07-01,Tucson,34,0.4
2021-08-01,Tucson,28,0.4
2021-09-01,Tucson,34,0.4
2021-10-01,Tucson,28,0.4
2021-11-01,Tucson,40,0.4
2021-12-01,Tucson,36,0.4
2022-01-01,Tucson,30,0.4
2022-02-01,Tucson,38,0.4
2022-03-01,Tucson,36,0.4
2022-04-01,Tucson,36,0.4
2022-05-01,Tucson,28,0.4
2022-06-01,Tucson,30,0.4
2022-07-01,Tucson,32,0.4
2022-08-01,Tucson,36,0.4
2022-09-01,Tucson,30,0.4
2022-10-01,Tucson,42,0.4
2020-01-01,Troy,2,0.0
2020-02-01,Troy,2,0.0
2020-03-01,Troy,12,0.0
2020-04-01,Troy,2,0.0
2020-05-01,Troy,2,0.0
2020-08-01,Troy,2,0.0
2022-04-01,Troy,2,0.0
2022-05-01,Troy,6,0.0
2022-07-01,Troy,6,0.0
2022-08-01,Troy,4,0.0
2022-09-01,Troy,6,0.0
2022-10-01,Troy,2,0.0
2020-01-01,Trondheim,8,0.25
2020-02-01,Trondheim,2,0.25
2020-03-01,Trondheim,8,0.25
2020-04-01,Trondheim,6,0.25
2020-05-01,Trondheim,6,0.25
2020-06-01,Trondheim,4,0.25
2020-07-01,Trondheim,4,0.25
2020-08-01,Trondheim,6,0.25
2020-09-01,Trondheim,6,0.25
2020-10-01,Trondheim,8,0.25
2020-11-01,Trondheim,2,0.25
2020-12-01,Trondheim,14,0.25
2021-01-01,Trondheim,6,0.25
2021-02-01,Trondheim,12,0.25
2021-03-01,Trondheim,6,0.25
2021-04-01,Trondheim,10,0.25
2021-05-01,Trondheim,12,0.25
2021-06-01,Trondheim,6,0.25
2021-07-01,Trondheim,8,0.25
2021-08-01,Trondheim,2,0.25
2021-09-01,Trondheim,2,0.25
2021-10-01,Trondheim,2,0.25
2021-11-01,Trondheim,2,0.25
2022-01-01,Trondheim,4,0.25
2022-03-01,Trondheim,4,0.25
2022-04-01,Trondheim,4,0.25
2022-05-01,Trondheim,2,0.25
2022-06-01,Trondheim,12,0.25
2022-07-01,Trondheim,6,0.25
2022-08-01,Trondheim,6,0.25
2022-09-01,Trondheim,6,0.25
2022-10-01,Trondheim,10,0.25
2020-01-01,Treviso,10,0.8
2020-02-01,Treviso,16,0.8
2020-03-01,Treviso,4,0.8
2021-06-01,Treviso,6,0.8
2021-07-01,Treviso,12,0.8
2021-08-01,Treviso,6,0.8
2021-10-01,Treviso,8,0.8
2021-11-01,Treviso,8,0.8
2021-12-01,Treviso,8,0.8
2022-01-01,Treviso,4,0.8
2022-02-01,Treviso,8,0.8
2022-03-01,Treviso,8,0.8
2022-04-01,Treviso,10,0.8
2022-05-01,Treviso,6,0.8
2022-06-01,Treviso,14,0.8
2022-07-01,Treviso,16,0.8
2022-08-01,Treviso,10,0.8
2022-09-01,Treviso,10,0.8
2022-10-01,Treviso,18,0.8
2020-01-01,Trenton,8,0.5
2020-03-01,Trenton,10,0.5
2020-04-01,Trenton,2,0.5
2020-05-01,Trenton,2,0.5
2020-06-01,Trenton,6,0.5
2020-08-01,Trenton,4,0.5
2020-09-01,Trenton,8,0.5
2020-11-01,Trenton,2,0.5
2020-12-01,Trenton,2,0.5
2021-02-01,Trenton,2,0.5
2021-03-01,Trenton,6,0.5
2021-04-01,Trenton,4,0.5
2021-05-01,Trenton,6,0.5
2021-06-01,Trenton,6,0.5
2021-07-01,Trenton,6,0.5
2021-08-01,Trenton,2,0.5
2021-09-01,Trenton,6,0.5
2021-10-01,Trenton,8,0.5
2021-11-01,Trenton,4,0.5
2021-12-01,Trenton,6,0.5
2022-01-01,Trenton,2,0.5
2022-02-01,Trenton,6,0.5
2022-03-01,Trenton,10,0.5
2022-04-01,Trenton,18,0.5
2022-05-01,Trenton,8,0.5
2022-06-01,Trenton,8,0.5
2022-07-01,Trenton,2,0.5
2022-08-01,Trenton,4,0.5
2022-09-01,Trenton,18,0.5
2022-10-01,Trenton,12,0.5
2020-01-01,Toussous-le-noble,4,-0.5
2020-02-01,Toussous-le-noble,4,-0.5
2020-05-01,Toussous-le-noble,2,-0.5
2020-06-01,Toussous-le-noble,4,-0.5
2020-08-01,Toussous-le-noble,2,-0.5
2020-11-01,Toussous-le-noble,2,-0.5
2021-03-01,Toussous-le-noble,6,-0.5
2021-04-01,Toussous-le-noble,6,-0.5
2021-06-01,Toussous-le-noble,4,-0.5
2021-08-01,Toussous-le-noble,6,-0.5
2021-09-01,Toussous-le-noble,4,-0.5
2021-11-01,Toussous-le-noble,2,-0.5
2022-01-01,Toussous-le-noble,2,-0.5
2022-05-01,Toussous-le-noble,4,-0.5
2022-06-01,Toussous-le-noble,4,-0.5
2022-07-01,Toussous-le-noble,8,-0.5
2022-08-01,Toussous-le-noble,4,-0.5
2022-09-01,Toussous-le-noble,2,-0.5
2022-10-01,Toussous-le-noble,2,-0.5
2020-01-01,Toulouse,20,2.4
2020-02-01,Toulouse,48,2.4
2020-03-01,Toulouse,36,2.4
2020-04-01,Toulouse,4,2.4
2020-05-01,Toulouse,10,2.4
2020-06-01,Toulouse,10,2.4
2020-07-01,Toulouse,22,2.4
2020-08-01,Toulouse,20,2.4
2020-09-01,Toulouse,42,2.4
2020-10-01,Toulouse,32,2.4
2020-11-01,Toulouse,18,2.4
2020-12-01,Toulouse,20,2.4
2021-01-01,Toulouse,28,2.4
2021-02-01,Toulouse,20,2.4
2021-03-01,Toulouse,24,2.4
2021-04-01,Toulouse,8,2.4
2021-05-01,Toulouse,14,2.4
2021-06-01,Toulouse,38,2.4
2021-07-01,Toulouse,30,2.4
2021-08-01,Toulouse,42,2.4
2021-09-01,Toulouse,36,2.4
2021-10-01,Toulouse,46,2.4
2021-11-01,Toulouse,60,2.4
2021-12-01,Toulouse,34,2.4
2022-01-01,Toulouse,44,2.4
2022-02-01,Toulouse,36,2.4
2022-03-01,Toulouse,34,2.4
2022-04-01,Toulouse,62,2.4
2022-05-01,Toulouse,66,2.4
2022-06-01,Toulouse,64,2.4
2022-07-01,Toulouse,36,2.4
2022-08-01,Toulouse,36,2.4
2022-09-01,Toulouse,50,2.4
2022-10-01,Toulouse,68,2.4
2020-01-01,Toronto,266,0.13533834586466165
2020-02-01,Toronto,270,0.13533834586466165
2020-03-01,Toronto,158,0.13533834586466165
2020-04-01,Toronto,38,0.13533834586466165
2020-05-01,Toronto,22,0.13533834586466165
2020-06-01,Toronto,76,0.13533834586466165
2020-07-01,Toronto,82,0.13533834586466165
2020-08-01,Toronto,58,0.13533834586466165
2020-09-01,Toronto,62,0.13533834586466165
2020-10-01,Toronto,82,0.13533834586466165
2020-11-01,Toronto,90,0.13533834586466165
2020-12-01,Toronto,92,0.13533834586466165
2021-01-01,Toronto,62,0.13533834586466165
2021-02-01,Toronto,40,0.13533834586466165
2021-03-01,Toronto,46,0.13533834586466165
2021-04-01,Toronto,54,0.13533834586466165
2021-05-01,Toronto,58,0.13533834586466165
2021-06-01,Toronto,66,0.13533834586466165
2021-07-01,Toronto,102,0.13533834586466165
2021-08-01,Toronto,126,0.13533834586466165
2021-09-01,Toronto,146,0.13533834586466165
2021-10-01,Toronto,186,0.13533834586466165
2021-11-01,Toronto,192,0.13533834586466165
2021-12-01,Toronto,214,0.13533834586466165
2022-01-01,Toronto,180,0.13533834586466165
2022-02-01,Toronto,144,0.13533834586466165
2022-03-01,Toronto,176,0.13533834586466165
2022-04-01,Toronto,234,0.13533834586466165
2022-05-01,Toronto,262,0.13533834586466165
2022-06-01,Toronto,262,0.13533834586466165
2022-07-01,Toronto,246,0.13533834586466165
2022-08-01,Toronto,274,0.13533834586466165
2022-09-01,Toronto,266,0.13533834586466165
2022-10-01,Toronto,302,0.13533834586466165
2020-01-01,Tokyo,64,1.125
2020-02-01,Tokyo,88,1.125
2020-03-01,Tokyo,54,1.125
2020-04-01,Tokyo,34,1.125
2020-05-01,Tokyo,30,1.125
2020-06-01,Tokyo,28,1.125
2020-07-01,Tokyo,42,1.125
2020-08-01,Tokyo,56,1.125
2020-09-01,Tokyo,68,1.125
2020-10-01,Tokyo,66,1.125
2020-11-01,Tokyo,66,1.125
2020-12-01,Tokyo,74,1.125
2021-01-01,Tokyo,44,1.125
2021-02-01,Tokyo,64,1.125
2021-03-01,Tokyo,94,1.125
2021-04-01,Tokyo,124,1.125
2021-05-01,Tokyo,108,1.125
2021-06-01,Tokyo,136,1.125
2021-07-01,Tokyo,120,1.125
2021-08-01,Tokyo,132,1.125
2021-09-01,Tokyo,108,1.125
2021-10-01,Tokyo,140,1.125
2021-11-01,Tokyo,160,1.125
2021-12-01,Tokyo,158,1.125
2022-01-01,Tokyo,158,1.125
2022-02-01,Tokyo,130,1.125
2022-03-01,Tokyo,146,1.125
2022-04-01,Tokyo,140,1.125
2022-05-01,Tokyo,112,1.125
2022-06-01,Tokyo,158,1.125
2022-07-01,Tokyo,160,1.125
2022-08-01,Tokyo,170,1.125
2022-09-01,Tokyo,134,1.125
2022-10-01,Tokyo,136,1.125
2020-01-01,Tirupeti,4,-0.5
2020-02-01,Tirupeti,2,-0.5
2020-03-01,Tirupeti,4,-0.5
2020-07-01,Tirupeti,2,-0.5
2020-08-01,Tirupeti,4,-0.5
2020-11-01,Tirupeti,2,-0.5
2021-03-01,Tirupeti,2,-0.5
2021-04-01,Tirupeti,6,-0.5
2021-07-01,Tirupeti,2,-0.5
2021-08-01,Tirupeti,2,-0.5
2021-09-01,Tirupeti,4,-0.5
2021-10-01,Tirupeti,4,-0.5
2021-11-01,Tirupeti,2,-0.5
2021-12-01,Tirupeti,2,-0.5
2022-01-01,Tirupeti,2,-0.5
2022-04-01,Tirupeti,4,-0.5
2022-06-01,Tirupeti,2,-0.5
2022-07-01,Tirupeti,6,-0.5
2022-08-01,Tirupeti,6,-0.5
2022-09-01,Tirupeti,4,-0.5
2022-10-01,Tirupeti,2,-0.5
2020-01-01,Timisoara,2,3.0
2022-02-01,Timisoara,4,3.0
2022-03-01,Timisoara,10,3.0
2022-04-01,Timisoara,4,3.0
2022-05-01,Timisoara,2,3.0
2022-06-01,Timisoara,6,3.0
2022-08-01,Timisoara,6,3.0
2022-09-01,Timisoara,2,3.0
2022-10-01,Timisoara,8,3.0
2020-01-01,Teterboro,22,2.0
2020-02-01,Teterboro,24,2.0
2020-03-01,Teterboro,22,2.0
2020-04-01,Teterboro,4,2.0
2020-05-01,Teterboro,8,2.0
2020-06-01,Teterboro,8,2.0
2020-07-01,Teterboro,14,2.0
2020-08-01,Teterboro,28,2.0
2020-09-01,Teterboro,18,2.0
2020-10-01,Teterboro,18,2.0
2020-11-01,Teterboro,22,2.0
2020-12-01,Teterboro,24,2.0
2021-01-01,Teterboro,40,2.0
2021-02-01,Teterboro,20,2.0
2021-03-01,Teterboro,38,2.0
2021-04-01,Teterboro,30,2.0
2021-05-01,Teterboro,28,2.0
2021-06-01,Teterboro,36,2.0
2021-07-01,Teterboro,52,2.0
2021-08-01,Teterboro,34,2.0
2021-09-01,Teterboro,52,2.0
2021-10-01,Teterboro,50,2.0
2021-11-01,Teterboro,60,2.0
2021-12-01,Teterboro,42,2.0
2022-01-01,Teterboro,46,2.0
2022-02-01,Teterboro,42,2.0
2022-03-01,Teterboro,40,2.0
2022-04-01,Teterboro,68,2.0
2022-05-01,Teterboro,48,2.0
2022-06-01,Teterboro,84,2.0
2022-07-01,Teterboro,24,2.0
2022-08-01,Teterboro,30,2.0
2022-09-01,Teterboro,72,2.0
2022-10-01,Teterboro,66,2.0
2020-01-01,Tel-aviv,56,0.39285714285714285
2020-02-01,Tel-aviv,42,0.39285714285714285
2020-03-01,Tel-aviv,12,0.39285714285714285
2020-05-01,Tel-aviv,14,0.39285714285714285
2020-06-01,Tel-aviv,8,0.39285714285714285
2020-07-01,Tel-aviv,8,0.39285714285714285
2020-08-01,Tel-aviv,20,0.39285714285714285
2020-09-01,Tel-aviv,16,0.39285714285714285
2020-10-01,Tel-aviv,14,0.39285714285714285
2020-11-01,Tel-aviv,6,0.39285714285714285
2020-12-01,Tel-aviv,24,0.39285714285714285
2021-01-01,Tel-aviv,22,0.39285714285714285
2021-02-01,Tel-aviv,12,0.39285714285714285
2021-03-01,Tel-aviv,30,0.39285714285714285
2021-04-01,Tel-aviv,28,0.39285714285714285
2021-05-01,Tel-aviv,26,0.39285714285714285
2021-06-01,Tel-aviv,48,0.39285714285714285
2021-07-01,Tel-aviv,40,0.39285714285714285
2021-08-01,Tel-aviv,72,0.39285714285714285
2021-09-01,Tel-aviv,40,0.39285714285714285
2021-10-01,Tel-aviv,48,0.39285714285714285
2021-11-01,Tel-aviv,50,0.39285714285714285
2021-12-01,Tel-aviv,72,0.39285714285714285
2022-01-01,Tel-aviv,28,0.39285714285714285
2022-02-01,Tel-aviv,40,0.39285714285714285
2022-03-01,Tel-aviv,70,0.39285714285714285
2022-04-01,Tel-aviv,114,0.39285714285714285
2022-05-01,Tel-aviv,84,0.39285714285714285
2022-06-01,Tel-aviv,80,0.39285714285714285
2022-07-01,Tel-aviv,76,0.39285714285714285
2022-08-01,Tel-aviv,72,0.39285714285714285
2022-09-01,Tel-aviv,96,0.39285714285714285
2022-10-01,Tel-aviv,78,0.39285714285714285
2020-01-01,Teesside,4,0.0
2020-02-01,Teesside,4,0.0
2020-03-01,Teesside,2,0.0
2020-07-01,Teesside,2,0.0
2020-08-01,Teesside,6,0.0
2020-09-01,Teesside,2,0.0
2020-10-01,Teesside,2,0.0
2021-01-01,Teesside,2,0.0
2021-02-01,Teesside,2,0.0
2021-03-01,Teesside,6,0.0
2021-04-01,Teesside,2,0.0
2021-06-01,Teesside,6,0.0
2021-07-01,Teesside,4,0.0
2021-11-01,Teesside,2,0.0
2021-12-01,Teesside,2,0.0
2022-03-01,Teesside,4,0.0
2022-04-01,Teesside,4,0.0
2022-05-01,Teesside,4,0.0
2022-06-01,Teesside,2,0.0
2022-07-01,Teesside,2,0.0
2022-08-01,Teesside,8,0.0
2022-09-01,Teesside,4,0.0
2022-10-01,Teesside,4,0.0
2020-01-01,Tarapoto,2,0.0
2020-02-01,Tarapoto,4,0.0
2020-09-01,Tarapoto,2,0.0
2020-11-01,Tarapoto,2,0.0
2020-12-01,Tarapoto,2,0.0
2021-02-01,Tarapoto,2,0.0
2021-04-01,Tarapoto,2,0.0
2021-05-01,Tarapoto,2,0.0
2021-06-01,Tarapoto,4,0.0
2021-07-01,Tarapoto,2,0.0
2021-08-01,Tarapoto,6,0.0
2021-10-01,Tarapoto,2,0.0
2021-11-01,Tarapoto,4,0.0
2021-12-01,Tarapoto,6,0.0
2022-01-01,Tarapoto,4,0.0
2022-02-01,Tarapoto,2,0.0
2022-03-01,Tarapoto,4,0.0
2022-04-01,Tarapoto,2,0.0
2022-05-01,Tarapoto,4,0.0
2022-06-01,Tarapoto,4,0.0
2022-08-01,Tarapoto,2,0.0
2022-09-01,Tarapoto,2,0.0
2022-10-01,Tarapoto,2,0.0
2020-01-01,Tanger,2,1.0
2020-02-01,Tanger,10,1.0
2020-03-01,Tanger,2,1.0
2021-06-01,Tanger,4,1.0
2021-07-01,Tanger,6,1.0
2021-08-01,Tanger,8,1.0
2021-09-01,Tanger,10,1.0
2021-10-01,Tanger,4,1.0
2021-12-01,Tanger,2,1.0
2022-02-01,Tanger,2,1.0
2022-03-01,Tanger,4,1.0
2022-04-01,Tanger,6,1.0
2022-05-01,Tanger,4,1.0
2022-06-01,Tanger,16,1.0
2022-07-01,Tanger,16,1.0
2022-08-01,Tanger,16,1.0
2022-09-01,Tanger,16,1.0
2022-10-01,Tanger,4,1.0
2020-01-01,Tamworth,6,-0.3333333333333333
2020-02-01,Tamworth,12,-0.3333333333333333
2020-03-01,Tamworth,6,-0.3333333333333333
2020-04-01,Tamworth,4,-0.3333333333333333
2020-05-01,Tamworth,8,-0.3333333333333333
2020-06-01,Tamworth,4,-0.3333333333333333
2020-09-01,Tamworth,2,-0.3333333333333333
2020-10-01,Tamworth,2,-0.3333333333333333
2020-12-01,Tamworth,4,-0.3333333333333333
2021-01-01,Tamworth,2,-0.3333333333333333
2021-02-01,Tamworth,4,-0.3333333333333333
2021-04-01,Tamworth,2,-0.3333333333333333
2021-06-01,Tamworth,6,-0.3333333333333333
2021-10-01,Tamworth,4,-0.3333333333333333
2021-11-01,Tamworth,2,-0.3333333333333333
2021-12-01,Tamworth,4,-0.3333333333333333
