Month of Date,City,Number of Active Flights,Increase Percentage
2020-01-01,Casablanca,12,2.6666666666666665
2020-02-01,Casablanca,14,2.6666666666666665
2020-03-01,Casablanca,8,2.6666666666666665
2020-04-01,Casablanca,2,2.6666666666666665
2020-05-01,Casablanca,2,2.6666666666666665
2020-06-01,Casablanca,6,2.6666666666666665
2020-07-01,Casablanca,6,2.6666666666666665
2020-08-01,Casablanca,12,2.6666666666666665
2020-09-01,Casablanca,24,2.6666666666666665
2020-10-01,Casablanca,6,2.6666666666666665
2020-11-01,Casablanca,16,2.6666666666666665
2020-12-01,Casablanca,10,2.6666666666666665
2021-01-01,Casablanca,20,2.6666666666666665
2021-02-01,Casablanca,8,2.6666666666666665
2021-03-01,Casablanca,14,2.6666666666666665
2021-04-01,Casablanca,10,2.6666666666666665
2021-05-01,Casablanca,10,2.6666666666666665
2021-06-01,Casablanca,26,2.6666666666666665
2021-07-01,Casablanca,50,2.6666666666666665
2021-08-01,Casablanca,58,2.6666666666666665
2021-09-01,Casablanca,18,2.6666666666666665
2021-10-01,Casablanca,26,2.6666666666666665
2021-11-01,Casablanca,26,2.6666666666666665
2021-12-01,Casablanca,6,2.6666666666666665
2022-01-01,Casablanca,6,2.6666666666666665
2022-02-01,Casablanca,14,2.6666666666666665
2022-03-01,Casablanca,28,2.6666666666666665
2022-04-01,Casablanca,16,2.6666666666666665
2022-05-01,Casablanca,16,2.6666666666666665
2022-06-01,Casablanca,34,2.6666666666666665
2022-07-01,Casablanca,36,2.6666666666666665
2022-08-01,Casablanca,52,2.6666666666666665
2022-09-01,Casablanca,30,2.6666666666666665
2022-10-01,Casablanca,44,2.6666666666666665
2020-01-01,Casa Grande,2,1.0
2020-03-01,Casa Grande,2,1.0
2020-04-01,Casa Grande,2,1.0
2020-06-01,Casa Grande,4,1.0
2020-07-01,Casa Grande,4,1.0
2020-08-01,Casa Grande,2,1.0
2020-09-01,Casa Grande,2,1.0
2020-12-01,Casa Grande,2,1.0
2021-01-01,Casa Grande,2,1.0
2021-03-01,Casa Grande,2,1.0
2021-07-01,Casa Grande,2,1.0
2022-04-01,Casa Grande,2,1.0
2022-06-01,Casa Grande,2,1.0
2022-08-01,Casa Grande,2,1.0
2022-10-01,Casa Grande,4,1.0
2020-01-01,Cardiff,6,0.3333333333333333
2020-02-01,Cardiff,4,0.3333333333333333
2020-03-01,Cardiff,2,0.3333333333333333
2020-06-01,Cardiff,2,0.3333333333333333
2020-08-01,Cardiff,4,0.3333333333333333
2020-09-01,Cardiff,2,0.3333333333333333
2020-10-01,Cardiff,4,0.3333333333333333
2020-11-01,Cardiff,4,0.3333333333333333
2021-02-01,Cardiff,2,0.3333333333333333
2021-03-01,Cardiff,2,0.3333333333333333
2021-04-01,Cardiff,2,0.3333333333333333
2021-05-01,Cardiff,2,0.3333333333333333
2021-07-01,Cardiff,4,0.3333333333333333
2021-08-01,Cardiff,2,0.3333333333333333
2021-10-01,Cardiff,2,0.3333333333333333
2021-11-01,Cardiff,6,0.3333333333333333
2021-12-01,Cardiff,2,0.3333333333333333
2022-01-01,Cardiff,2,0.3333333333333333
2022-02-01,Cardiff,2,0.3333333333333333
2022-03-01,Cardiff,6,0.3333333333333333
2022-04-01,Cardiff,6,0.3333333333333333
2022-05-01,Cardiff,6,0.3333333333333333
2022-06-01,Cardiff,12,0.3333333333333333
2022-07-01,Cardiff,4,0.3333333333333333
2022-08-01,Cardiff,6,0.3333333333333333
2022-09-01,Cardiff,8,0.3333333333333333
2022-10-01,Cardiff,8,0.3333333333333333
2020-01-01,Cape Town,30,-0.2
2020-02-01,Cape Town,26,-0.2
2020-03-01,Cape Town,32,-0.2
2020-04-01,Cape Town,2,-0.2
2020-05-01,Cape Town,2,-0.2
2020-07-01,Cape Town,2,-0.2
2020-08-01,Cape Town,2,-0.2
2020-09-01,Cape Town,6,-0.2
2020-10-01,Cape Town,4,-0.2
2020-11-01,Cape Town,14,-0.2
2020-12-01,Cape Town,30,-0.2
2021-01-01,Cape Town,14,-0.2
2021-02-01,Cape Town,4,-0.2
2021-03-01,Cape Town,10,-0.2
2021-04-01,Cape Town,16,-0.2
2021-05-01,Cape Town,18,-0.2
2021-06-01,Cape Town,20,-0.2
2021-07-01,Cape Town,4,-0.2
2021-08-01,Cape Town,10,-0.2
2021-09-01,Cape Town,12,-0.2
2021-10-01,Cape Town,28,-0.2
2021-11-01,Cape Town,24,-0.2
2021-12-01,Cape Town,24,-0.2
2022-01-01,Cape Town,22,-0.2
2022-02-01,Cape Town,24,-0.2
2022-03-01,Cape Town,18,-0.2
2022-04-01,Cape Town,28,-0.2
2022-05-01,Cape Town,26,-0.2
2022-06-01,Cape Town,24,-0.2
2022-07-01,Cape Town,8,-0.2
2022-09-01,Cape Town,30,-0.2
2022-10-01,Cape Town,24,-0.2
2020-01-01,Cancun,14,4.0
2020-02-01,Cancun,24,4.0
2021-02-01,Cancun,6,4.0
2021-03-01,Cancun,16,4.0
2021-04-01,Cancun,28,4.0
2021-05-01,Cancun,44,4.0
2021-06-01,Cancun,28,4.0
2021-09-01,Cancun,10,4.0
2021-10-01,Cancun,28,4.0
2021-11-01,Cancun,54,4.0
2021-12-01,Cancun,52,4.0
2022-01-01,Cancun,42,4.0
2022-02-01,Cancun,2,4.0
2022-03-01,Cancun,12,4.0
2022-04-01,Cancun,32,4.0
2022-05-01,Cancun,48,4.0
2022-06-01,Cancun,8,4.0
2022-09-01,Cancun,22,4.0
2022-10-01,Cancun,70,4.0
2020-01-01,Canberra,22,1.0909090909090908
2020-02-01,Canberra,34,1.0909090909090908
2020-03-01,Canberra,22,1.0909090909090908
2020-04-01,Canberra,6,1.0909090909090908
2020-05-01,Canberra,6,1.0909090909090908
2020-06-01,Canberra,8,1.0909090909090908
2020-07-01,Canberra,6,1.0909090909090908
2020-08-01,Canberra,2,1.0909090909090908
2020-09-01,Canberra,8,1.0909090909090908
2020-10-01,Canberra,10,1.0909090909090908
2020-11-01,Canberra,12,1.0909090909090908
2020-12-01,Canberra,12,1.0909090909090908
2021-01-01,Canberra,10,1.0909090909090908
2021-02-01,Canberra,8,1.0909090909090908
2021-03-01,Canberra,26,1.0909090909090908
2021-04-01,Canberra,28,1.0909090909090908
2021-05-01,Canberra,26,1.0909090909090908
2021-06-01,Canberra,22,1.0909090909090908
2021-07-01,Canberra,16,1.0909090909090908
2021-08-01,Canberra,10,1.0909090909090908
2021-09-01,Canberra,4,1.0909090909090908
2021-10-01,Canberra,4,1.0909090909090908
2021-11-01,Canberra,6,1.0909090909090908
2021-12-01,Canberra,18,1.0909090909090908
2022-01-01,Canberra,20,1.0909090909090908
2022-02-01,Canberra,18,1.0909090909090908
2022-03-01,Canberra,18,1.0909090909090908
2022-04-01,Canberra,28,1.0909090909090908
2022-05-01,Canberra,36,1.0909090909090908
2022-06-01,Canberra,30,1.0909090909090908
2022-07-01,Canberra,44,1.0909090909090908
2022-08-01,Canberra,34,1.0909090909090908
2022-09-01,Canberra,44,1.0909090909090908
2022-10-01,Canberra,46,1.0909090909090908
2020-01-01,Campinas,28,-0.42857142857142855
2020-02-01,Campinas,20,-0.42857142857142855
2020-03-01,Campinas,20,-0.42857142857142855
2020-04-01,Campinas,4,-0.42857142857142855
2020-05-01,Campinas,4,-0.42857142857142855
2020-06-01,Campinas,10,-0.42857142857142855
2020-07-01,Campinas,2,-0.42857142857142855
2020-08-01,Campinas,10,-0.42857142857142855
2020-09-01,Campinas,20,-0.42857142857142855
2020-10-01,Campinas,10,-0.42857142857142855
2020-11-01,Campinas,4,-0.42857142857142855
2020-12-01,Campinas,2,-0.42857142857142855
2021-01-01,Campinas,6,-0.42857142857142855
2021-02-01,Campinas,4,-0.42857142857142855
2021-03-01,Campinas,6,-0.42857142857142855
2021-04-01,Campinas,20,-0.42857142857142855
2021-05-01,Campinas,36,-0.42857142857142855
2021-06-01,Campinas,38,-0.42857142857142855
2021-07-01,Campinas,32,-0.42857142857142855
2021-08-01,Campinas,48,-0.42857142857142855
2021-09-01,Campinas,16,-0.42857142857142855
2021-10-01,Campinas,16,-0.42857142857142855
2021-11-01,Campinas,34,-0.42857142857142855
2021-12-01,Campinas,24,-0.42857142857142855
2022-01-01,Campinas,24,-0.42857142857142855
2022-02-01,Campinas,20,-0.42857142857142855
2022-03-01,Campinas,24,-0.42857142857142855
2022-04-01,Campinas,20,-0.42857142857142855
2022-05-01,Campinas,30,-0.42857142857142855
2022-06-01,Campinas,14,-0.42857142857142855
2022-07-01,Campinas,8,-0.42857142857142855
2022-08-01,Campinas,16,-0.42857142857142855
2022-09-01,Campinas,12,-0.42857142857142855
2022-10-01,Campinas,16,-0.42857142857142855
2020-01-01,Campbell River,2,0.0
2021-02-01,Campbell River,2,0.0
2021-08-01,Campbell River,4,0.0
2021-09-01,Campbell River,2,0.0
2022-02-01,Campbell River,2,0.0
2022-03-01,Campbell River,4,0.0
2022-06-01,Campbell River,2,0.0
2022-10-01,Campbell River,2,0.0
2020-01-01,Caloundra,2,2.0
2020-09-01,Caloundra,2,2.0
2020-12-01,Caloundra,4,2.0
2021-01-01,Caloundra,4,2.0
2021-02-01,Caloundra,2,2.0
2021-04-01,Caloundra,2,2.0
2021-05-01,Caloundra,2,2.0
2021-07-01,Caloundra,4,2.0
2021-09-01,Caloundra,2,2.0
2021-10-01,Caloundra,4,2.0
2021-11-01,Caloundra,2,2.0
2022-01-01,Caloundra,4,2.0
2022-02-01,Caloundra,2,2.0
2022-03-01,Caloundra,4,2.0
2022-04-01,Caloundra,6,2.0
2022-05-01,Caloundra,4,2.0
2022-07-01,Caloundra,4,2.0
2022-08-01,Caloundra,2,2.0
2022-10-01,Caloundra,6,2.0
2020-01-01,Calgary,94,0.2127659574468085
2020-02-01,Calgary,98,0.2127659574468085
2020-03-01,Calgary,78,0.2127659574468085
2020-04-01,Calgary,22,0.2127659574468085
2020-05-01,Calgary,10,0.2127659574468085
2020-06-01,Calgary,24,0.2127659574468085
2020-07-01,Calgary,34,0.2127659574468085
2020-08-01,Calgary,30,0.2127659574468085
2020-09-01,Calgary,16,0.2127659574468085
2020-10-01,Calgary,40,0.2127659574468085
2020-11-01,Calgary,40,0.2127659574468085
2020-12-01,Calgary,52,0.2127659574468085
2021-01-01,Calgary,38,0.2127659574468085
2021-02-01,Calgary,20,0.2127659574468085
2021-03-01,Calgary,28,0.2127659574468085
2021-04-01,Calgary,20,0.2127659574468085
2021-05-01,Calgary,44,0.2127659574468085
2021-06-01,Calgary,28,0.2127659574468085
2021-07-01,Calgary,58,0.2127659574468085
2021-08-01,Calgary,86,0.2127659574468085
2021-09-01,Calgary,70,0.2127659574468085
2021-10-01,Calgary,96,0.2127659574468085
2021-11-01,Calgary,62,0.2127659574468085
2021-12-01,Calgary,94,0.2127659574468085
2022-01-01,Calgary,62,0.2127659574468085
2022-02-01,Calgary,62,0.2127659574468085
2022-03-01,Calgary,76,0.2127659574468085
2022-04-01,Calgary,74,0.2127659574468085
2022-05-01,Calgary,104,0.2127659574468085
2022-06-01,Calgary,100,0.2127659574468085
2022-07-01,Calgary,86,0.2127659574468085
2022-08-01,Calgary,130,0.2127659574468085
2022-09-01,Calgary,130,0.2127659574468085
2022-10-01,Calgary,114,0.2127659574468085
2020-01-01,Burlington,2,0.0
2020-02-01,Burlington,2,0.0
2020-03-01,Burlington,2,0.0
2020-04-01,Burlington,2,0.0
2020-06-01,Burlington,6,0.0
2020-07-01,Burlington,8,0.0
2020-08-01,Burlington,6,0.0
2020-09-01,Burlington,4,0.0
2020-10-01,Burlington,4,0.0
2020-11-01,Burlington,14,0.0
2020-12-01,Burlington,8,0.0
2021-01-01,Burlington,6,0.0
2021-02-01,Burlington,6,0.0
2021-03-01,Burlington,4,0.0
2021-04-01,Burlington,4,0.0
2021-06-01,Burlington,6,0.0
2021-07-01,Burlington,4,0.0
2021-09-01,Burlington,4,0.0
2021-10-01,Burlington,6,0.0
2021-11-01,Burlington,4,0.0
2021-12-01,Burlington,2,0.0
2022-01-01,Burlington,10,0.0
2022-03-01,Burlington,8,0.0
2022-04-01,Burlington,16,0.0
2022-05-01,Burlington,6,0.0
2022-06-01,Burlington,14,0.0
2022-07-01,Burlington,4,0.0
2022-08-01,Burlington,8,0.0
2022-09-01,Burlington,4,0.0
2022-10-01,Burlington,2,0.0
2020-01-01,Burbank,50,0.4
2020-02-01,Burbank,52,0.4
2020-03-01,Burbank,52,0.4
2020-04-01,Burbank,18,0.4
2020-05-01,Burbank,22,0.4
2020-06-01,Burbank,34,0.4
2020-07-01,Burbank,28,0.4
2020-08-01,Burbank,24,0.4
2020-09-01,Burbank,18,0.4
2020-10-01,Burbank,28,0.4
2020-11-01,Burbank,20,0.4
2020-12-01,Burbank,30,0.4
2021-01-01,Burbank,22,0.4
2021-02-01,Burbank,22,0.4
2021-03-01,Burbank,40,0.4
2021-04-01,Burbank,30,0.4
2021-05-01,Burbank,30,0.4
2021-06-01,Burbank,48,0.4
2021-07-01,Burbank,40,0.4
2021-08-01,Burbank,46,0.4
2021-09-01,Burbank,40,0.4
2021-10-01,Burbank,62,0.4
2021-11-01,Burbank,56,0.4
2021-12-01,Burbank,54,0.4
2022-01-01,Burbank,64,0.4
2022-02-01,Burbank,74,0.4
2022-03-01,Burbank,78,0.4
2022-04-01,Burbank,68,0.4
2022-05-01,Burbank,54,0.4
2022-06-01,Burbank,70,0.4
2022-07-01,Burbank,72,0.4
2022-08-01,Burbank,46,0.4
2022-09-01,Burbank,74,0.4
2022-10-01,Burbank,70,0.4
2020-01-01,Buffalo,40,0.5
2020-02-01,Buffalo,18,0.5
2020-03-01,Buffalo,42,0.5
2020-04-01,Buffalo,8,0.5
2020-05-01,Buffalo,14,0.5
2020-06-01,Buffalo,18,0.5
2020-07-01,Buffalo,28,0.5
2020-08-01,Buffalo,38,0.5
2020-09-01,Buffalo,24,0.5
2020-10-01,Buffalo,32,0.5
2020-11-01,Buffalo,48,0.5
2020-12-01,Buffalo,34,0.5
2021-01-01,Buffalo,26,0.5
2021-02-01,Buffalo,26,0.5
2021-03-01,Buffalo,24,0.5
2021-04-01,Buffalo,24,0.5
2021-05-01,Buffalo,34,0.5
2021-06-01,Buffalo,34,0.5
2021-07-01,Buffalo,30,0.5
2021-08-01,Buffalo,40,0.5
2021-09-01,Buffalo,36,0.5
2021-10-01,Buffalo,52,0.5
2021-11-01,Buffalo,30,0.5
2021-12-01,Buffalo,36,0.5
2022-01-01,Buffalo,56,0.5
2022-02-01,Buffalo,30,0.5
2022-03-01,Buffalo,30,0.5
2022-04-01,Buffalo,68,0.5
2022-05-01,Buffalo,50,0.5
2022-06-01,Buffalo,54,0.5
2022-07-01,Buffalo,32,0.5
2022-08-01,Buffalo,42,0.5
2022-09-01,Buffalo,38,0.5
2022-10-01,Buffalo,60,0.5
2020-01-01,Buenos Aires,26,-0.38461538461538464
2020-02-01,Buenos Aires,26,-0.38461538461538464
2020-03-01,Buenos Aires,20,-0.38461538461538464
2020-04-01,Buenos Aires,2,-0.38461538461538464
2020-05-01,Buenos Aires,2,-0.38461538461538464
2020-06-01,Buenos Aires,6,-0.38461538461538464
2020-07-01,Buenos Aires,4,-0.38461538461538464
2021-04-01,Buenos Aires,2,-0.38461538461538464
2021-09-01,Buenos Aires,2,-0.38461538461538464
2021-10-01,Buenos Aires,10,-0.38461538461538464
2021-11-01,Buenos Aires,18,-0.38461538461538464
2021-12-01,Buenos Aires,24,-0.38461538461538464
2022-01-01,Buenos Aires,32,-0.38461538461538464
2022-02-01,Buenos Aires,20,-0.38461538461538464
2022-03-01,Buenos Aires,22,-0.38461538461538464
2022-04-01,Buenos Aires,20,-0.38461538461538464
2022-05-01,Buenos Aires,8,-0.38461538461538464
2022-06-01,Buenos Aires,18,-0.38461538461538464
2022-07-01,Buenos Aires,12,-0.38461538461538464
2022-08-01,Buenos Aires,18,-0.38461538461538464
2022-09-01,Buenos Aires,18,-0.38461538461538464
2022-10-01,Buenos Aires,16,-0.38461538461538464
2020-01-01,Budapest,54,0.18518518518518517
2020-02-01,Budapest,62,0.18518518518518517
2020-03-01,Budapest,48,0.18518518518518517
2020-04-01,Budapest,2,0.18518518518518517
2020-06-01,Budapest,18,0.18518518518518517
2020-07-01,Budapest,46,0.18518518518518517
2020-08-01,Budapest,38,0.18518518518518517
2020-09-01,Budapest,28,0.18518518518518517
2020-10-01,Budapest,12,0.18518518518518517
2020-11-01,Budapest,20,0.18518518518518517
2020-12-01,Budapest,12,0.18518518518518517
2021-01-01,Budapest,14,0.18518518518518517
2021-02-01,Budapest,16,0.18518518518518517
2021-03-01,Budapest,14,0.18518518518518517
2021-04-01,Budapest,4,0.18518518518518517
2021-05-01,Budapest,14,0.18518518518518517
2021-06-01,Budapest,16,0.18518518518518517
2021-07-01,Budapest,50,0.18518518518518517
2021-08-01,Budapest,52,0.18518518518518517
2021-09-01,Budapest,26,0.18518518518518517
2021-10-01,Budapest,44,0.18518518518518517
2021-11-01,Budapest,42,0.18518518518518517
2021-12-01,Budapest,56,0.18518518518518517
2022-01-01,Budapest,50,0.18518518518518517
2022-02-01,Budapest,32,0.18518518518518517
2022-03-01,Budapest,38,0.18518518518518517
2022-04-01,Budapest,56,0.18518518518518517
2022-05-01,Budapest,72,0.18518518518518517
2022-06-01,Budapest,78,0.18518518518518517
2022-07-01,Budapest,84,0.18518518518518517
2022-08-01,Budapest,44,0.18518518518518517
2022-09-01,Budapest,58,0.18518518518518517
2022-10-01,Budapest,64,0.18518518518518517
2020-01-01,Bucharest,14,3.2857142857142856
2020-02-01,Bucharest,14,3.2857142857142856
2020-03-01,Bucharest,56,3.2857142857142856
2020-04-01,Bucharest,2,3.2857142857142856
2020-05-01,Bucharest,2,3.2857142857142856
2020-06-01,Bucharest,6,3.2857142857142856
2020-07-01,Bucharest,30,3.2857142857142856
2020-08-01,Bucharest,32,3.2857142857142856
2020-09-01,Bucharest,40,3.2857142857142856
2020-10-01,Bucharest,44,3.2857142857142856
2020-11-01,Bucharest,20,3.2857142857142856
2020-12-01,Bucharest,10,3.2857142857142856
2021-01-01,Bucharest,22,3.2857142857142856
2021-02-01,Bucharest,14,3.2857142857142856
2021-03-01,Bucharest,20,3.2857142857142856
2021-04-01,Bucharest,32,3.2857142857142856
2021-05-01,Bucharest,26,3.2857142857142856
2021-06-01,Bucharest,36,3.2857142857142856
2021-07-01,Bucharest,48,3.2857142857142856
2021-08-01,Bucharest,64,3.2857142857142856
2021-09-01,Bucharest,46,3.2857142857142856
2021-10-01,Bucharest,52,3.2857142857142856
2021-11-01,Bucharest,46,3.2857142857142856
2021-12-01,Bucharest,48,3.2857142857142856
2022-01-01,Bucharest,30,3.2857142857142856
2022-02-01,Bucharest,38,3.2857142857142856
2022-03-01,Bucharest,68,3.2857142857142856
2022-04-01,Bucharest,74,3.2857142857142856
2022-05-01,Bucharest,68,3.2857142857142856
2022-06-01,Bucharest,62,3.2857142857142856
2022-07-01,Bucharest,68,3.2857142857142856
2022-08-01,Bucharest,70,3.2857142857142856
2022-09-01,Bucharest,68,3.2857142857142856
2022-10-01,Bucharest,60,3.2857142857142856
2020-01-01,Brussels,88,-0.20454545454545456
2020-02-01,Brussels,130,-0.20454545454545456
2020-03-01,Brussels,78,-0.20454545454545456
2020-04-01,Brussels,8,-0.20454545454545456
2020-05-01,Brussels,12,-0.20454545454545456
2020-06-01,Brussels,20,-0.20454545454545456
2020-07-01,Brussels,46,-0.20454545454545456
2020-08-01,Brussels,42,-0.20454545454545456
2020-09-01,Brussels,32,-0.20454545454545456
2020-10-01,Brussels,32,-0.20454545454545456
2020-11-01,Brussels,22,-0.20454545454545456
2020-12-01,Brussels,10,-0.20454545454545456
2021-01-01,Brussels,20,-0.20454545454545456
2021-02-01,Brussels,22,-0.20454545454545456
2021-03-01,Brussels,24,-0.20454545454545456
2021-04-01,Brussels,46,-0.20454545454545456
2021-05-01,Brussels,28,-0.20454545454545456
2021-06-01,Brussels,38,-0.20454545454545456
2021-07-01,Brussels,92,-0.20454545454545456
2021-08-01,Brussels,70,-0.20454545454545456
2021-09-01,Brussels,68,-0.20454545454545456
2021-10-01,Brussels,32,-0.20454545454545456
2021-11-01,Brussels,38,-0.20454545454545456
2021-12-01,Brussels,10,-0.20454545454545456
2022-01-01,Brussels,12,-0.20454545454545456
2022-02-01,Brussels,36,-0.20454545454545456
2022-03-01,Brussels,52,-0.20454545454545456
2022-04-01,Brussels,74,-0.20454545454545456
2022-05-01,Brussels,64,-0.20454545454545456
2022-06-01,Brussels,100,-0.20454545454545456
2022-07-01,Brussels,92,-0.20454545454545456
2022-08-01,Brussels,124,-0.20454545454545456
2022-09-01,Brussels,66,-0.20454545454545456
2022-10-01,Brussels,70,-0.20454545454545456
2020-01-01,Broomfield-CO,2,1.0
2020-03-01,Broomfield-CO,2,1.0
2020-06-01,Broomfield-CO,2,1.0
2020-07-01,Broomfield-CO,2,1.0
2020-08-01,Broomfield-CO,2,1.0
2020-09-01,Broomfield-CO,10,1.0
2020-10-01,Broomfield-CO,2,1.0
2020-11-01,Broomfield-CO,6,1.0
2021-01-01,Broomfield-CO,4,1.0
2021-02-01,Broomfield-CO,4,1.0
2021-03-01,Broomfield-CO,6,1.0
2021-04-01,Broomfield-CO,4,1.0
2021-05-01,Broomfield-CO,10,1.0
2021-06-01,Broomfield-CO,8,1.0
2021-07-01,Broomfield-CO,2,1.0
2021-08-01,Broomfield-CO,4,1.0
2021-09-01,Broomfield-CO,10,1.0
2021-10-01,Broomfield-CO,2,1.0
2021-11-01,Broomfield-CO,2,1.0
2021-12-01,Broomfield-CO,6,1.0
2022-01-01,Broomfield-CO,8,1.0
2022-03-01,Broomfield-CO,4,1.0
2022-04-01,Broomfield-CO,2,1.0
2022-05-01,Broomfield-CO,4,1.0
2022-06-01,Broomfield-CO,2,1.0
2022-07-01,Broomfield-CO,2,1.0
2022-08-01,Broomfield-CO,4,1.0
2022-09-01,Broomfield-CO,6,1.0
2022-10-01,Broomfield-CO,4,1.0
2020-01-01,Brize Norton,2,0.0
2020-03-01,Brize Norton,6,0.0
2020-04-01,Brize Norton,6,0.0
2020-05-01,Brize Norton,6,0.0
2020-06-01,Brize Norton,8,0.0
2020-07-01,Brize Norton,4,0.0
2020-08-01,Brize Norton,6,0.0
2020-09-01,Brize Norton,10,0.0
2020-10-01,Brize Norton,4,0.0
2020-11-01,Brize Norton,2,0.0
2020-12-01,Brize Norton,2,0.0
2021-01-01,Brize Norton,10,0.0
2021-02-01,Brize Norton,6,0.0
2021-03-01,Brize Norton,2,0.0
2021-04-01,Brize Norton,12,0.0
2021-05-01,Brize Norton,4,0.0
2021-06-01,Brize Norton,6,0.0
2021-08-01,Brize Norton,4,0.0
2021-09-01,Brize Norton,2,0.0
2021-10-01,Brize Norton,12,0.0
2021-11-01,Brize Norton,4,0.0
2021-12-01,Brize Norton,2,0.0
2022-01-01,Brize Norton,6,0.0
2022-02-01,Brize Norton,6,0.0
2022-03-01,Brize Norton,2,0.0
2022-04-01,Brize Norton,2,0.0
2022-05-01,Brize Norton,2,0.0
2022-06-01,Brize Norton,8,0.0
2022-07-01,Brize Norton,4,0.0
2022-09-01,Brize Norton,6,0.0
2022-10-01,Brize Norton,2,0.0
2020-01-01,Bristol,20,0.2
2020-02-01,Bristol,20,0.2
2020-03-01,Bristol,16,0.2
2020-04-01,Bristol,2,0.2
2020-06-01,Bristol,2,0.2
2020-07-01,Bristol,12,0.2
2020-08-01,Bristol,22,0.2
2020-09-01,Bristol,30,0.2
2020-10-01,Bristol,24,0.2
2020-11-01,Bristol,4,0.2
2020-12-01,Bristol,6,0.2
2021-01-01,Bristol,10,0.2
2021-03-01,Bristol,2,0.2
2021-04-01,Bristol,4,0.2
2021-05-01,Bristol,8,0.2
2021-06-01,Bristol,14,0.2
2021-07-01,Bristol,34,0.2
2021-08-01,Bristol,42,0.2
2021-09-01,Bristol,28,0.2
2021-10-01,Bristol,22,0.2
2021-11-01,Bristol,26,0.2
2021-12-01,Bristol,16,0.2
2022-01-01,Bristol,26,0.2
2022-02-01,Bristol,20,0.2
2022-03-01,Bristol,32,0.2
2022-04-01,Bristol,30,0.2
2022-05-01,Bristol,34,0.2
2022-06-01,Bristol,66,0.2
2022-07-01,Bristol,46,0.2
2022-08-01,Bristol,26,0.2
2022-09-01,Bristol,36,0.2
2022-10-01,Bristol,24,0.2
2020-01-01,Brisbane,108,-0.16666666666666666
2020-02-01,Brisbane,100,-0.16666666666666666
2020-03-01,Brisbane,102,-0.16666666666666666
2020-04-01,Brisbane,16,-0.16666666666666666
2020-05-01,Brisbane,22,-0.16666666666666666
2020-06-01,Brisbane,14,-0.16666666666666666
2020-07-01,Brisbane,36,-0.16666666666666666
2020-08-01,Brisbane,16,-0.16666666666666666
2020-09-01,Brisbane,32,-0.16666666666666666
2020-10-01,Brisbane,32,-0.16666666666666666
2020-11-01,Brisbane,40,-0.16666666666666666
2020-12-01,Brisbane,44,-0.16666666666666666
2021-01-01,Brisbane,64,-0.16666666666666666
2021-02-01,Brisbane,56,-0.16666666666666666
2021-03-01,Brisbane,54,-0.16666666666666666
2021-04-01,Brisbane,60,-0.16666666666666666
2021-05-01,Brisbane,80,-0.16666666666666666
2021-06-01,Brisbane,62,-0.16666666666666666
2021-07-01,Brisbane,48,-0.16666666666666666
2021-08-01,Brisbane,28,-0.16666666666666666
2021-09-01,Brisbane,36,-0.16666666666666666
2021-10-01,Brisbane,64,-0.16666666666666666
2021-11-01,Brisbane,24,-0.16666666666666666
2021-12-01,Brisbane,64,-0.16666666666666666
2022-01-01,Brisbane,40,-0.16666666666666666
2022-02-01,Brisbane,38,-0.16666666666666666
2022-03-01,Brisbane,78,-0.16666666666666666
2022-04-01,Brisbane,80,-0.16666666666666666
2022-05-01,Brisbane,52,-0.16666666666666666
2022-06-01,Brisbane,90,-0.16666666666666666
2022-07-01,Brisbane,60,-0.16666666666666666
2022-08-01,Brisbane,58,-0.16666666666666666
2022-09-01,Brisbane,94,-0.16666666666666666
2022-10-01,Brisbane,90,-0.16666666666666666
2020-01-01,Bridgetown,10,-0.4
2020-02-01,Bridgetown,14,-0.4
2020-03-01,Bridgetown,6,-0.4
2020-05-01,Bridgetown,2,-0.4
2020-08-01,Bridgetown,2,-0.4
2020-11-01,Bridgetown,4,-0.4
2020-12-01,Bridgetown,4,-0.4
2021-01-01,Bridgetown,2,-0.4
2021-03-01,Bridgetown,6,-0.4
2021-05-01,Bridgetown,2,-0.4
2021-06-01,Bridgetown,4,-0.4
2021-07-01,Bridgetown,4,-0.4
2021-08-01,Bridgetown,10,-0.4
2021-09-01,Bridgetown,4,-0.4
2021-10-01,Bridgetown,2,-0.4
2021-11-01,Bridgetown,2,-0.4
2021-12-01,Bridgetown,10,-0.4
2022-01-01,Bridgetown,8,-0.4
2022-02-01,Bridgetown,12,-0.4
2022-03-01,Bridgetown,12,-0.4
2022-04-01,Bridgetown,10,-0.4
2022-05-01,Bridgetown,4,-0.4
2022-06-01,Bridgetown,6,-0.4
2022-07-01,Bridgetown,6,-0.4
2022-08-01,Bridgetown,8,-0.4
2022-09-01,Bridgetown,8,-0.4
2022-10-01,Bridgetown,6,-0.4
2020-01-01,Bremen,12,-0.3333333333333333
2020-02-01,Bremen,14,-0.3333333333333333
2020-03-01,Bremen,12,-0.3333333333333333
2020-04-01,Bremen,2,-0.3333333333333333
2020-06-01,Bremen,6,-0.3333333333333333
2020-07-01,Bremen,8,-0.3333333333333333
2020-08-01,Bremen,4,-0.3333333333333333
2020-09-01,Bremen,10,-0.3333333333333333
2020-10-01,Bremen,8,-0.3333333333333333
2020-11-01,Bremen,20,-0.3333333333333333
2020-12-01,Bremen,4,-0.3333333333333333
2021-01-01,Bremen,2,-0.3333333333333333
