,ICAO,Airline,Country/Region
5218,NCS,Simpson Air Ltd,Canada
5219,NKS,Spirit Airlines,United States
5220,NON,Servicios Aéreos Latinoamericanos,Mexico
5221,NRZ,Servicios Aéreos Monarrez,Mexico
5222,NSC,Societe De Transport Aerien De Mauritanie,Mauritania
5223,NSE,SATENA,Colombia
5224,NTB,Servicios Aéreos Del Norte,Mexico
5225,NTG,Servicios Integrales De Aviación,Mexico
5226,OKS,Slok Air Gambia,Gambia
5227,OKT,Soko Aviation,Spain
5228,OLC,Solar Cargo,Venezuela
5229,OLO,Soloflight,United Kingdom
5230,ONG,Sonnig SA,Switzerland
5231,OSL,Sosoliso Airlines,Nigeria
5232,OSS,Servicios Aéreos Noticiosos,Mexico
5233,OTL,South Airlines,Ukraine
5234,OZW,Virgin Australia Regional Airlines,Australia
5235,PIV,Sokol,Russia
5236,PLT,South Carolina Aeronautics Commission,United States
5237,PMR,Servicios Aéreos Premier,Mexico
5238,PNS,Survey Udara (Penas),Indonesia
5239,POB,Servicios Aéreos Poblanos,Mexico
5240,PSV,Servicios Aéreos Profesionales,Dominican Republic
5241,PTM,Southeastern Airways,United States
5242,PUR,Spurwing Airlines,South Africa
5243,PZR,Sky Trek International Airlines,United States
5244,RBW,Shandong Airlines Rainbow Jet,China
5245,REJ,SA Airlink Regional,South Africa
5246,RER,Servicio Aéreo Regional Regair,Ecuador
5247,RFT,Scoala Superioara De Aviatie Civila,Romania
5248,RGC,Servicios Aéreos Regiomontanos,Mexico
5249,RLS,S-Air,Russia
5250,RMP,Servicios De Rampa Y Mostrador,Mexico
5251,RSE,SNAS Aviation,Saudi Arabia
5252,SKB,Skybus Airlines,United States
5253,SKC,Skymaster Airlines,Brazil
5254,SKD,Sky Harbor Air Service,United States
5255,SKE,Sky Tours,United States
5256,AZG,Sakaviaservice,Georgia
5257,SKF,Skycraft,United States
5258,SKG,Skycraft Air Transport,Canada
5259,SKI,SkyKing Turks and Caicos Airways,Turks and Caicos Islands
5260,SKK,Skylink Aviation,Canada
5261,SKL,Skycharter (Malton),Canada
5262,SKN,Skyline Aviation Services,United States
5263,SKO,Scottish Airways Flyers,United Kingdom
5264,SKR,Skyscapes Air Charters,South Africa
5265,SKS,Sky Service,Belgium
5266,SKS,Sky Link Aviation,Pakistan
5267,BBR,Santa Barbara Airlines,Venezuela
5268,SKT,SkyStar Airways,Thailand
5269,SKU,Sky Airline,Chile
5270,SKW,SkyWest Airlines,United States
5271,SKX,Skyways Express,Sweden
5272,SKY,Skymark Airlines,Japan
5273,SKZ,Skyway Enterprises,United States
5274,SLA,Sierra National Airlines,Sierra Leone
5275,SLB,Slok Air,Nigeria
5276,SLD,Silver Air,Czech Republic
5277,SLE,Streamline,South Africa
5278,SLF,Starfly,Italy
5279,SLG,Saskatchewan Government,Canada
5280,SLH,Silverhawk Aviation,United States
5281,AGE,Servicios Aéreos de Los Ángeles,Mexico
5282,SLK,SilkAir,Singapore
5283,SLL,Slovak Airlines,Slovakia
5284,SLM,Surinam Airways,Suriname
5285,SLN,Sloane Aviation,United Kingdom
5286,SLP,Salpa Aviation,Sudan
5287,SLS,Servicios Aéreos Slainte,Mexico
5288,SLV,Stella Aviation,Mauritania
5289,SLW,Salama Airlines Nigeria,Nigeria
5290,SLX,Sete Linhas Aéreas,Brazil
5291,SLY,Sky Line for Air Services,Sudan
5292,SLZ,Super Luza,Angola
5293,SMA,SMA Airlines,Nigeria
5294,SMC,Sabang Merauke Raya Air Charter,Indonesia
5295,SMD,Servicios Aéreos La Marquesa,Mexico
5296,SME,Semos,Kazakhstan
5297,SMF,Smalandsflyg,Sweden
5298,SMH,Smithair,United States
5299,SMK,Semeyavia,Kazakhstan
5300,SML,Smith Air (1976),Canada
5301,SMM,Summit Air,Canada
5302,SMQ,Samar Air,Tajikistan
5303,SMR,Somon Air,Tajikistan
5304,SMT,Skyline,Nigeria
5305,AOS,"Servicios Aéreos Del Sol, S.A. de C.V.",Mexico
5306,SNA,Senator Aviation Charter,Germany
5307,SNB,Sterling Airlines,Denmark
5308,SNE,Servicios Aéreos De Nicaragua (SANSA),Nicaragua
5309,SNF,Shans Air,Russia
5310,SNH,Senair Services,Senegal
5311,SNI,Savanah Airlines,Nigeria
5312,SNJ,Solaseed Air,Japan
5313,SNK,Southeast Airlines (Sun Jet International),United States
5314,SNL,Soonair Lines,United States
5315,SNM,Servizi Aerei,Italy
5316,SNP,Sun Pacific International,United States
5317,SNQ,Sun Quest Executive Air Charter,United States
5318,SNS,Societe Centrafricaine De Transport Aerien,Central African Republic
5319,SNT,Suncoast Aviation,United States
5320,SNU,Snunit Aviation,Israel
5321,SNV,Sudanese States Aviation,Sudan
5322,SNW,Sun West Airlines,United States
5323,SNX,Sun Air Aviation Services,Canada
5324,SOB,Stabo Freight,Zambia
5325,SOC,Southern Cargo Air Lines,Russia
5326,SOH,Southern Ohio Aviation Sales,United States
5327,SOI,Southern Aviation,Zambia
5328,SOL,Solomon Airlines,Solomon Islands
5329,SOM,Somali Airlines,Somali Republic
5330,SON,Sunshine Air Tours,United States
5331,SOO,Southern Air,United States
5332,SOP,Solinair,Slovenia
5333,SOR,Sonair Servico Aéreo,Angola
5334,SOT,Southeast Correct Craft,United States
5335,SOU,Southern Airways,United States
5336,SOV,Saratov Airlines Joint Stock Company,Russia
5337,SOW,Sowind Air,Canada
5338,SOW,White Sparrow GmbH,Austria
5339,SOX,Solid Air,Netherlands
5340,SOZ,Sat Airlines,Kazakhstan
5341,SPA,Sierra Pacific Airlines,United States
5342,SPB,Springbok Classic Air,South Africa
5343,SPC,Skyworld Airlines,United States
5344,SPE,Sprague Electric Company,United States
5345,SPF,Space World Airline,Nigeria
5346,SPG,Springdale Air Service,United States
5347,SPH,Sapphire Executive Air,South Africa
5348,SPI,South Pacific Island Airways,United States
5349,SPL,Servicios Corporativos Aéreos De La Laguna,Mexico
5350,SPN,Skorpion Air,Bulgaria
5351,SPP,Sapphire Aviation,United States
5352,SPQ,Servicios Aéreos Palenque,Mexico
5353,TBS,Servicios Aéreos Tribasa,Mexico
5354,TCF,Shuttle America,United States
5355,SVV,SALTAVIATION,Poland
5356,TGT,SAAB Nyge Aero,Sweden
5357,THB,Spark Air,Thailand
5358,TIH,S C Ion Tiriac,Romania
5359,TRL,Starlite Aviation,South Africa
5360,TRN,Servicios Aéreos Corporativos,Mauritania
5361,TTM,Societe Tout Transport Mauritanien,Mauritania
5362,TZU,Servicios Aéreos Tamazula,Mexico
5363,UGP,Shar Ink,Russia
5364,UKU,Second Sverdlovsk Air Enterprise,Russia
5365,UNT,Servicios Aéreos Universitarios,Mexico
5366,USK,Skif-Air,Ukraine
5367,USN,Smarkand Aero Servise,Uzbekistan
5368,UZS,Samarkand Airways,Uzbekistan
5369,VDO,Servicios Aéreos Avandaro,Mexico
5370,VGS,Stichting Vliegschool 16Hoven,Netherlands
5371,VRB,Silverback Cargo Freighters,Rwanda
5372,VRS,Sirvair,Mexico
5373,VSV,Scat Air,Kazakhstan
5374,VXN,Sunset Aviation,United States
5375,TWY,"Sunset Aviation, LLC",United States
5376,WCC,Sport Air Travel,United States
5377,WFC,Swift Copters,Switzerland
5378,WLK,Skyrover CC,South Africa
5379,XLK,Safarilink Aviation,Kenya
5380,XMX,SENEAM,Mexico
5381,XPG,Southport Air Service,United States
5382,XSA,Spectrum Air Service,United States
5383,XSN,Stephenville Aviation Services,Canada
5384,XTA,Servicios Aéreos Textra,Mexico
5385,XTR,Sector Airlines,Canada
5386,XXS,Skyplan Services,Canada
5387,YBE,Stewart Aviation Services,United States
5388,SXN,SaxonAir,United Kingdom
5389,CSS,SF Airlines,China
5390,SAF,Singapore Air Force,Singapore
5391,KFE,SkyFirst LTD,Malta
5392,SQP,SkyUp,Ukraine
5393,LLC,Small Planet Airlines,Lithuania
5394,LLP,Small Planet Airlines,Poland
5395,LLI,Small Planet Airlines,Italy
5396,LLX,Small Planet Airlines,Germany
5397,ALK,SriLankan Airlines,Sri Lanka
5398,SRR,Star Air,Denmark
5399,HCW,Star1 Airlines,Lithuania
5400,TLK,Starlink Aviation,Canada
5401,UFA,State Flight Academy of Ukraine,Ukraine
5402,CDL,Sunbird Airlines,United States
5403,SXD,Sunexpress Deutschland,Germany
5404,RZ,Superna Airlines,China
5405,ATC,Air Tanzania Company Limited,Tanzania
5406,TOW,AirTanker Services,United Kingdom
5407,SRQ,Cebgo,Philippines
5408,TLO,Eagle Canyon Airlines,United States
5409,EXS,Jet2,United Kingdom
5410,OSY,Open Skies Consultative Commission,United States
5411,TGR,Satgur Air Transport,Liberia
5412,DTA,TAAG Angola Airlines,Angola
5413,IRF,TA-Air Airline,Iran
5414,TBI,TAB Express  International,United States
5415,TBM,Taban Air Lines,Iran
5416,THO,TACA De Honduras,Honduras
5417,TCV,TACV,Cape Verde
5418,TDC,Tadair,Spain
5419,TES,Taespejo Portugal LDA,Portugal
5420,HET,TAF Helicopters,Spain
5421,TSD,TAF-Linhas Aéreas,Brazil
5422,SBT,Taftan  Airlines,Iran
5423,FPG,TAG  Aviation,Switzerland
5424,TGM,TAG Aviation Espana,Spain
5425,VIP,Tag Aviation UK,United Kingdom
5426,TAG,TAG Aviation USA,United States
5427,FBO,TAG Farnborough Airport,United Kingdom
5428,TWI,Tailwind Airlines,Turkey
5429,TIN,Taino Tours,Dominican Republic
5430,TFB,Tair Airways,Philippines
5431,TJK,Tajikair,Tajikistan
5432,TZK,Tajikistan  International Airlines,Tajikistan
5433,TKE,Take Air Line,France
5434,JEL,Tal Air Charters,Canada
5435,TAL,Talair,Papua New Guinea
5436,TFF,Talon Air,United States
5437,LAP,TAM  Mercosur,Paraguay
5438,TAE,TAME,Ecuador
5439,TMI,Tamir  Airways,Israel
5440,TPA,TAMPA,Colombia
5441,TNR,Tanana Air Services,United States
5442,TDM,Tandem  Aero,Moldova
5443,HTO,Tango Bravo,France
5444,TAP,TAP  Portugal,Portugal
5445,UTM,TAPC Aviatrans  Aircompany,Uzbekistan
5446,TPS,TAPSA Transportes Aéreos Petroleros,Argentina
5447,TQN,Taquan Air Services,United States
5448,THC,Tar Heel Aviation,United States
5449,TPL,TAR Interpilot,Mauritania
5450,IRR,Tara Air Line,Iran
5451,TTH,Tarhan Tower Airlines,Turkey
5452,TKJ,Tarkim Aviation,Turkey
5453,ROT,Tarom,Romania
5454,RMS,Tas Aviation,United States
5455,CTP,Tashkent  Aircraft Production Corporation,Uzbekistan
5456,TMN,Tasman Cargo Airlines,Australia
5457,DTH,Tassili  Airlines,Algeria
5458,PGS,Tauranga Aer Club,New Zealand
5459,TVR,Tavrey  Airlines,Ukraine
5460,TQE,Taxair Mexiqienses,Mexico
5461,TXL,Taxi Aéreo Cozatl,Mexico
5462,TXM,Taxi Aéreo de México,Mexico
5463,TUO,Taxi Aéreo Turístico,Mexico
5464,XNR,Taxi Aero Del Norte,Mexico
5465,TDV,Taxi Aero Nacional  Del Evora,Mexico
5466,TRF,Taxi Air Fret,France
5467,VRC,Taxi de Veracruz,Mexico
5468,TXR,Taxirey,Mexico
5469,TPR,Taxis Aéreos De Parral,Mexico
5470,TXO,Taxis Aéreos de Sinaloa,Mexico
5471,TNE,Taxis Aéreos del  Noroeste,Mexico
5472,TPF,Taxis Aéreos del  Pacífico,Mexico
5473,TMH,Taxis Turisticos  Marakame,Mexico
5474,TYF,Tayflite,United Kingdom
5475,TFY,Tayside  Aviation,United Kingdom
5476,VNZ,Tbilaviamsheni,Georgia
5477,RRY,Tbilisi Aviation  University,Georgia
5478,TCD,Tchad Airlines,Chad
5479,TIM,TEAM Linhas Aéreas,Brazil
5480,TLW,Teamline  Air,Austria
5481,TEM,Tech-Mont  Helicopter Company,Slovakia
5482,TEF,Tecnicas Fotograficas,Spain
5483,TBN,Teebah  Airlines,Sierra Leone
5484,THR,Tehran Airline,Iran
5485,CYF,Tel Aviv Air,Germany
5486,TCM,Teledyne Continental Motors,United States
5487,TLX,Telesis Transair,United States
5488,TEL,Telford Aviation,United States
5489,TDE,Tellavia / Flight One,United States
5490,DOT,Telnic Limited,United Kingdom
5491,TEH,Tempelhof Airways,United States
5492,TMS,Temsco Helicopters,United States
5493,TNL,Tengeriyn Ulaach Shine,Mongolia
5494,TEB,Tenir Airlines,Kyrgyzstan
5495,TNG,Tennessee Air National Guard 164th  Airlift Group,United States
5496,TEN,Tennessee Airways,United States
5497,TET,Tepavia-Trans Airlines,Moldova
5498,TER,Territorial Airlines,United States
5499,TIS,Tesis,Russia
5500,TXZ,Tex Star Air Freight,United States
5501,TXA,Texair Charter,United States
5502,TXT,Texas Air Charters,United States
5503,TXS,Texas  Airlines,United States
5504,CWT,Texas Airways,United States
5505,TXN,Texas National Airlines,United States
5506,TEZ,TezJet  Airlines,Kyrgyzstan
5507,TGC,TG Aviation,United Kingdom
5508,TCG,Thai  Air Cargo,Thailand
5509,AIQ,Thai  AirAsia,Thailand
5510,TAX,Thai  AirAsia X,Thailand
5511,THA,Thai Airways International,Thailand
5512,TSL,Thai Aviation Services,Thailand
5513,TFH,Thai Flying  Helicopter Service,Thailand
5514,TFT,Thai Flying Service,Thailand
5515,THG,Thai Global Airline,Thailand
5516,THJ,Thai Jet Intergroup,Thailand
5517,TLM,Thai  Lion Mentari,Thailand
5518,TPV,Thai Pacific  Airlines Business,Thailand
5519,LLR,Thai Sky Airlines,Thailand
5520,THD,Thai Smile  Airways,Thailand
5521,TSX,Thai Star Airlines,Thailand
5522,TVJ,Thai  Vietjet Air,Thailand
5523,GFN,The 955 Preservation  Group,United Kingdom
5524,LEG,The Army  Aviation Heritage Foundation,United States
5525,LCC,The Lancair Company,United States
5526,TCW,Thomas Cook Airlines,Belgium
5527,TCX,Thomas Cook Airlines,United Kingdom
5528,IHS,Thryluthjonustan,Iceland
5529,THU,Thunder  Airlines,Canada
5530,TBD,Thunderbird Tours,Canada
5531,BLI,Thyssen  Krupp AG,Germany
5532,GCR,Tianjin  Airlines,China
5533,TNM,Tiara Air,Aruba
5534,TBA,Tibet  Airlines,China
5535,TIK,Tic Air,Australia
5536,TJN,Tien-Shan,Kazakhstan
5537,TGG,Tigerair Australia,Australia
5538,MDL,Tigerair  Mandala,Indonesia
5539,TGW,Tigerair  Singapore,Singapore
5540,TTW,Tigerair  Taiwan,Taiwan
5541,MOH,Tigerfly,United Kingdom
5542,TKC,Tikal Jets Airlines,Guatemala
5543,TMR,Timberline Air,Canada
5544,TIE,Time Air,Czech Republic
5545,BOX,Tiphook PLC,United Kingdom
5546,TVI,Tiramavia,Moldova
5547,AWC,Titan  Airways,United Kingdom
5548,TYJ,TJS Malta Ltd.,Malta
5549,TSR,TJS San Marino S.r.L.,San Marino
5550,TLS,TLC Air,United States
5551,TMM,TMC Airlines,United States
5552,TAY,TNT  Airways,Belgium
5553,NTR,TNT International  Aviation,United Kingdom
5554,TBX,Tobago  Express,Trinidad and Tobago
5555,TOB,Tobruk Air,Libya
5556,TOJ,TOJ Airlines,Tajikistan
5557,TOL,Tol-Air  Services,United States
5558,TMK,Tomahawk Airways,United States
5559,TOP,Top Air,Indonesia
5560,CHE,Top Flight Air Service,United States
5561,TLY,Top Fly,Spain
5562,LKW,Top Sky International,Indonesia
5563,TPD,Top Speed,Austria
5564,TTL,Total Linhas Aéreas,Brazil
5565,TOT,Totavia,Canada
5566,THE,Toumai  Air Tchad,Chad
5567,THF,Touraine Helicoptere,France
5568,TOW,Tower Air,United States
5569,TOY,Toyota Canada,Canada
5570,TGE,Trabajos Aéreos,Spain
5571,AIM,Trabajos Aéreos  Murcianos,Spain
5572,TVH,Trabajos Aéreos  Vascongados,Spain
5573,TDR,Trade Air,Croatia
5574,GPD,Tradewind Aviation,United States
5575,TDX,Tradewinds Airlines,United States
5576,TWL,Tradewinds Aviation,Canada
5577,JCH,Trading Air Cargo,Mauritania
5578,TDO,TRADO,Dominican Republic
5579,TRG,TRAGSA (Medios Aéreos),Spain
5580,HBA,Trail Lake Flying  Service,United States
5581,TMQ,TRAM,Mauritania
5582,TMX,Tramon Air,South Africa
5583,TRR,Tramson Limited,Sudan
5584,MUI,Trans Air,United States
5585,TRC,Trans Air Charter,United States
5586,TWW,Trans Air Welwitchia,Angola
5587,TNB,Trans Air-Benin,Benin
5588,RTM,Trans Am Compania,Ecuador
5589,CLR,Trans America,United States
5590,TVA,Trans America Airlines,United States
5591,TPU,Trans American Airlines  (Trans Am),Peru
5592,TRT,Trans Arabian Air  Transport,Sudan
5593,SRT,Trans Asian Airlines,Kazakhstan
5594,TLL,Trans Atlantic Airlines,Sierra Leone
5595,LTA,Trans Atlantis,Canada
5596,TCC,Trans Continental Airlines,Sudan
5597,TCN,Trans Continental Airlines,United States
5598,TRJ,Trans Euro Air,United Kingdom
5599,TGY,Trans Guyana Airways,Guyana
5600,THZ,Trans Helicoptere  Service,France
5601,TIA,Trans International Airlines,United States
5602,BAP,Trans  International Express Aviation,United States
5603,TRD,Trans Island Air,Barbados
5604,SWL,Trans Jet Airways,Sweden
5605,TMA,Trans  Mediterranean Airlines,Lebanon
5606,TMT,Trans Midwest Airlines,United States
5607,TNW,Trans Nation Airways,Ethiopia
5608,TNT,Trans North Turbo Air,Canada
5609,REC,Trans Reco,Mauritania
5610,SBJ,Trans Sahara Air,Nigeria
5611,TSM,Trans Sayegh  Airport Services,Lebanon
5612,LOF,Trans States Airlines,United States
5613,TWA,Trans World Airlines,United States
5614,RBD,Trans World Express,United States
5615,TSO,Transaero Airlines,Russia
5616,TNF,Transafricaine,Burkina Faso
5617,TCG,Transafricaine Air  Cargo,Burkina Faso
5618,TFK,Transafrik International,São Tomé and Príncipe
5619,TSA,Transair France,France
5620,TGX,Transair Gabon,Gabon
5621,TNI,Transair  International Linhas Aéreas,United States
5622,TSN,Trans-Air Services,Nigeria
5623,TSG,Trans-Air-Congo,Republic of the Congo
5624,KTS,Transair-Gyraintiee,Russia
5625,GJB,Trans-Air-Link,United States
5626,TWM,Transairways,Mozambique
5627,UTT,Transarabian  Transportation Services,Uganda
5628,TNA,TransAsia Airways,Taiwan
5629,AUC,Transaustralian Air  Express,Australia
5630,VEN,Transaven,Venezuela
5631,TVF,Transavia  France,France
5632,TRA,Transavia Holland,Netherlands
5633,KTB,Transaviabaltika,Lithuania
5634,TXC,TransAVIAexport Airlines,Belarus
5635,FNV,Transaviaservice,Georgia
5636,TVO,Transavio,Italy
5637,TBA,Transbrasil,Brazil
5638,TIW,Transcarga Intl Airways,Venezuela
5639,TCE,Trans-Colorado Airlines,United States
5640,TCH,Transcontinental Air,Bahrain
5641,KRA,Transcontinental  Airlines,Kazakhstan
5642,TCT,Transcontinental Sur,Uruguay
5643,TCP,Transcorp Airways,United Kingdom
5644,TEP,Transeuropean Airlines,Russia
5645,TFA,Trans-Florida Airlines,United States
5646,TCU,Transglobal  Airways Corporation,Philippines
5647,TXE,Transilvania Express,Romania
5648,KCA,Trans-Kiev,Ukraine
5649,TLA,Translift Airways,Ireland
5650,TMD,Transmandu,Venezuela
5651,TMD,Transmed Airlines,Egypt
5652,TRZ,TransMeridian Airlines,United States
5653,TSE,Transmile Air Services,Malaysia
5654,TNV,Transnorthern,United States
5655,TPP,Transpac Express,Australia
5656,PCW,Trans-Pacific  Orient Airways,Philippines
5657,TPM,Transpaís Aéreo,Mexico
5658,TNP,Transped Aviation,Austria
5659,TRM,Transport Aerien  de Mauritanie,Mauritania
5660,TLF,Transport Africa,Sierra Leone
5661,TGO,Transport  Canada,Canada
5662,TFI,Transport Facilitators,United States
5663,TQR,Transportación  Aérea De Querétaro,Mexico
5664,MCT,Transportación  Aérea Del Mar De Cortés,Mexico
5665,TPN,Transportación  Aérea del Norte,Mexico
5666,TTR,Transportaciones  Y Servicios Aéreos,Mexico
5667,TSI,Transport'air,France
5668,TCB,Transporte Aereo  De Colombia,Colombia
5669,TAD,Transporte Aéreo  Dominicano,Dominican Republic
5670,TZE,Transporte Aéreo  Ernesto Saenz,Mexico
5671,TTS,Transporte  Aéreo Técnico Ejecutivo,Mexico
5672,MGM,Transporte Aero MGM,Mexico
5673,TMZ,Transporte Amazonair,Venezuela
5674,TCB,Transporte del Caribe,Colombia
5675,EAR,Transporte Ejecutivo  Aéreo,Mexico
5676,TPT,Transportes Aéreo  del Sureste,Mexico
5677,MPO,Transportes Aéreos  Amparo,Mexico
5678,BOL,Transportes Aéreos Bolivianos,Bolivia
5679,TDI,Transportes Aéreos  de Ixtlán,Mexico
5680,TPX,Transportes Aéreos  De Xalapa,Mexico
5681,TMY,Transportes  Aéreos del Mundo Maya,Mexico
5682,TFO,Transportes  Aéreos del Pacífico,Mexico
5683,DCL,Transportes  Aéreos Don Carlos,Chile
5684,ROU,Transportes  Aéreos I. R. Crusoe,Chile
5685,TSP,Transportes Aéreos  Inter,Guatemala
5686,MXQ,Transportes  Aéreos Mexiquenses,Mexico
5687,TAN,Transportes Aéreos Nacionales,Honduras
5688,ELV,Transportes  Aéreos Nacionales De Selva Tans,Peru
5689,TPG,Transportes Aéreos  Pegaso,Mexico
5690,TGI,Transportes  Aéreos Regionales,Mexico
5691,SRF,Transportes  Aéreos San Rafael,Chile
5692,RRT,Transportes Aéreos  Sierra,Mexico
5693,SEI,Transportes  Aéreos Sierra Madre,Mexico
5694,TAU,Transportes Aéreos  Tauro,Mexico
5695,TPZ,Transportes La Paz,Mexico
5696,TML,Transports et Travaux  Aériens de Madagascar,Madagascar
5697,TPY,Trans-Provincial Airlines,Canada
5698,TTC,Transteco,Angola
5699,UTN,Trans-Ulgii,Mongolia
5700,TWE,Transwede Airways,Sweden
5701,ABS,Transwest  Air,Canada
5702,TRW,Transwestern  Airlines of Utah,United States
5703,TSW,Transwings,Switzerland
5704,TST,TRAST,Kazakhstan
5705,TSJ,Trast Aero,Kyrgyzstan
5706,TSK,Trast Aero,Kyrgyzstan
5707,TAX,Travel Air,United States
5708,TIC,Travel  International Air Charters,Zambia
5709,TMC,Travel Management  Company,United States
5710,TLV,Travelair,Uruguay
5711,TDA,Trend Aviation,United States
5712,TNX,Trener Ltd,Hungary
5713,TRU,Triangle Airline  (Uganda),Uganda
5714,SWD,Trifly,United States
5715,TGN,Trigana Air Service,Indonesia
5716,TMG,Tri-MG Intra Asia Airlines,Indonesia
5717,TBH,Trinity Air Bahamas,Bahamas
5718,TIB,TRIP Linhas Aéreas,Brazil
5719,CLU,Triple Alpha,Germany
5720,TTP,Triple O Aviation,Nigeria
5721,TSY,Tristar  Air,Egypt
5722,TRY,Tristar Airlines,United States
5723,TSS,Tri-State Aero,United States
5724,DRC,Triton  Airlines,Canada
5725,TSV,Tropair Airservices,United Kingdom
5726,TOS,Tropic Air,Belize
5727,TRO,Tropic Airlines-Air  Molokai,United States
5728,TBG,Tropical  Airways,Haiti
5729,TKX,Tropical  International Airways,Saint Kitts and Nevis
5730,TCA,Tropican Air Services,Egypt
5731,TYG,Trygg-Flyg,Sweden
5732,PSS,TSSKB-Progress,Russia
5733,TTA,TTA -  Sociedade de Transporte e Trabalho Aéreo,Mozambique
5734,TBR,Tubelair,Tunisia
5735,TOM,TUI  Airways,United Kingdom
5736,JAF,TUI  fly Belgium,Belgium
5737,TUI,TUI fly Deutschland,Germany
5738,TFL,TUI fly Netherlands,Netherlands
5739,BLX,TUI  fly Nordic,Sweden
5740,TLP,Tulip Air,Netherlands
5741,TUL,Tulpar Air,Russia
5742,TUX,Tulpar Air Service,Kazakhstan
5743,TUZ,Tuna Aero,Sweden
5744,TUX,Tuninter,Tunisia
5745,TAR,Tunisair,Tunisia
5746,TAJ,Tunisavia,Tunisia
5747,URN,Turan Air,Azerbaijan
5748,TBC,Turbine Air Cargo UK,United Kingdom
5749,TAC,Turbot Air Cargo,Senegal
