,ICAO,Airline,Country/Region
680,FES,Aero Taxis Y Servicios Alfe,Mexico
681,FFA,Avialesookhrana,Russia
682,FFB,Africair Service,Senegal
683,ATR,Atlas Airlines,United States
684,ATT,Aer Turas,Ireland
685,ATU,Atlant Aerobatics Ltd.,Hungary
686,ATV,Avanti Air,Germany
687,ATW,Aero Trades (Western) Ltd.,Canada
688,AUA,Austrian Airlines,Austria
689,AUB,Augsburg Airways,Germany
690,TUP,Aviastar-Tu,Russia
691,ABW,AirBridge Cargo,Russia
692,TUR,ATUR,Ecuador
693,TXU,ATESA Aerotaxis Ecuatorianos,Ecuador
694,TXX,Austin Express,United States
695,AUD,"Audi Air, Inc.",United States
696,AUF,Augusta Air Luftfahrtunternehmen,Germany
697,AUM,Air Atlantic Uruguay,Uruguay
698,AUN,Aviones Unidos,Mexico
699,AUP,Avia Business Group,Russia
700,SVE,Aero Servicios Expecializados,Mexico
701,AUR,Aurigny Air Services,United Kingdom
702,AUS,Aus-Air,defunct
703,AUT,Austral Líneas Aéreas,Argentina
704,AUU,"Aurora Aviation, Inc.",United States
705,AUY,"Aerolíneas Uruguayas, S.A.",Uruguay
706,AVF,Aviair Aviation Ltd.,Canada
707,AVH,AV8 Helicopters,United Kingdom
708,AVJ,Avia Traffic Company,Kyrgyzstan
709,AVK,AV8 Helicopters,South Africa
710,AVM,"Aviación Ejecutiva Mexicana, S.A.",Mexico
711,AVO,Aviation at Work,South Africa
712,AVP,Avcorp Registrations,United Kingdom
713,AVP,Aviacion Corporativa de Peubla,Mexico
714,LFP,Alfa Aerospace,Australia
715,LFR,Atlantic Airfreight Aviation,São Tomé and Príncipe
716,AVS,Avialsa T-35,Spain
717,AVT,Asia Avia Airlines,Indonesia
718,AVU,Avia Sud Aérotaxi,France
719,AVV,Airvantage Incorporated,United States
720,AVW,Aviator Airways,Greece
721,AVX,Aviapaslauga,Lithuania
722,YRG,Air Yugoslavia,Serbia
723,ZAK,Airlink Zambia,Zambia
724,ZZM,Agence Nationale des Aerodromes et de la Meteorologie,Ivory Coast
725,BGA,Airbus Transport International,France
726,BGD,Air Bangladesh,Bangladesh
727,BGF,Aviodetachment-28,Bulgaria
728,BGG,Aero BG,Mexico
729,BHC,Aerotaxis De La Bahia,Mexico
730,BIV,Aviaservice,Georgia
731,SZA,Aerolíneas de El Salvador,El Salvador
732,AVY,"Aerovaradero, S.A.",Cuba
733,AWB,"Airways International, Inc.",United States
734,AWK,Airwork,New Zealand
735,AWL,Australian Wetleasing,Australia
736,AWO,Awood Air Ltd.,Canada
737,AWR,Arctic Wings And Rotors Ltd.,Canada
738,ISM,Auo Airclub AIST-M,Russia
739,AWS,Arab Wings,Jordan
740,AWV,"Airwave Transport, Inc.",Canada
741,AWY,"Aeroway, S.L.",Spain
742,AXH,Aeromexhaga,Mexico
743,AXI,"Aeron International Airlines, Inc.",United States
744,AXK,African Express Airways,Kenya
745,AXM,AirAsia,Malaysia
746,XAX,AirAsia X,Malaysia
747,WAJ,AirAsia Japan,Japan
748,IAD,AirAsia India,India
749,AXN,Alexandair,Greece
750,AXP,Aeromax,Spain
751,BNI,Alberni Airways,Canada
752,BNZ,Aerolíneas Bonanza,Mexico
753,BOC,Aerobona,Mexico
754,AXR,"Axel Rent, S.A.",Mexico
755,AXS,Altus Airlines,United States
756,AXV,Aviaxess,France
757,AXX,Avioimpex A.D.p.o.,Macedonia
758,AXY,Axis Airways,France
759,AYD,Aladia Airlines,Mexico
760,AYK,Aykavia Aircompany,Armenia
761,AYM,"Airman, S.L.",Spain
762,NPT,West Atlantic UK,United Kingdom
763,GBN,Atlantic Airlines,Gabon
764,BJK,Atlantic Airlines,United States
765,HHA,Atlantic Airlines de Honduras,Honduras
766,AYN,"Atlantic Airlines, S.A.",Nicaragua
767,AYS,Awsaj Aviation Services,Libya
768,AYT,Ayeet Aviation & Tourism,Israel
769,AYZ,Atlant-Soyuz Airlines,Russia
770,AZA,Alitalia,Italy
771,AZE,Arcus-Air Logistic,Germany
772,AZI,Astra Airlines,Greece
773,AZK,Azalhelikopter,Azerbaijan
774,AZL,Africa One,Zambia
775,AZM,Aerocozumel,Mexico
776,AZP,Arizona Pacific Airways,United States
777,AZS,Aviacon Zitotrans Air Company,Russia
778,AZT,"Azimut, S.A.",Spain
779,AZV,Azov Avia Airlines,Ukraine
780,MHC,Aero Jomacha,Mexico
781,AZY,"Arizona Airways, Inc.",United States
782,AZZ,Azza Transport,Sudan
783,NAR,Air Continental Inc,United States
784,NAU,Antanik-Air,Ukraine
785,NER,Air Newark,United States
786,NFF,Aircraft Support and Services,Lebanon
787,OBA,Aerobanana,Mexico
788,OBK,Amako Airlines,Nigeria
789,OCA,Aserca Airlines,Venezuela
790,NFS,Afrique Cargo Service Senegal,Senegal
791,NGE,Angel Airlines,Thailand
792,NGF,Angel Flight America,United States
793,OUL,Air Atonabee,Canada
794,OVA,Aero Nova,Spain
795,XPE,Amira Air,Austria
796,XSS,Aero Express Intercontinental,Mexico
797,TLR,Air Libya Tibesti,Libya
798,OVC,Aerovic,Ecuador
799,RVE,Airventure,Belgium
800,RVI,Aero Servicios,Mexico
801,RVL,Airvallee,Italy
802,OVE,Aeromover,Mexico
803,OVI,Aerovías Ejecutivas,Mexico
804,PTD,Aero Servicio Pity,Mexico
805,PTE,Aero Copter,Mexico
806,PLL,Air Pal,Spain
807,PLM,Air Pullmantur,Spain
808,AEH,Aviaexpress,Hungary
809,PSG,Aviones Para Servirle,Mexico
810,SLU,Avio Sluzba,Serbia
811,SCU,Air Scorpio,Bulgaria
812,SIP,Air Spirit,United States
813,BMV,Alatau Airlines,Kazakhstan
814,GUG,Aviateca,Guatemala
815,PXX,Aroostook Aviation,United States
816,PYC,Aeropycsa,Mexico
817,PVK,Association of Private Pilots of Kazakhstan,Kazakhstan
818,BAS,Aero Services,Barbados
819,BBT,Air Bashkortostan,Russia
820,MCY,Ambulance Air Africa,South Africa
821,EGF,American Eagle Airlines,United States
822,PUE,Aeropuelche,Chile
823,PUT,Aeroput,Serbia
824,AZI,Azzurra Air,Italy
825,ETC,African Transport Trading and Investment Company,Sudan
826,XCT,Aero Costa Taxi Aéreo,Mexico
827,VRO,Aerovitro,Mexico
828,VRI,Aerotaxi Villa Rica,Mexico
829,VEG,Aerovega,Mexico
830,VVG,Aerovilla,Colombia
831,VLR,Aerolíneas Villaverde,Mexico
832,WIL,Aero Air,United States
833,VEJ,Aero Ejecutivos,Venezuela
834,WAB,Aero Industries Inc,United States
835,VNG,Aero Servicios Vanguardia,Mexico
836,VAD,Aero Taxi Los Valles,Spain
837,VMR,Aero Vilamoura,Portugal
838,VLS,Aero Virel,Mexico
839,XAA,Aeronautical Radio Inc,United States
840,VUO,Aerovuelox,Mexico
841,VTM,Aeronaves TSM,Mexico
842,VUN,Air Ivoire,Ivory Coast
843,BOT,Air Botswana,Botswana
844,XPR,Air-Rep,United States
845,XLL,Air Excel,Tanzania
846,VAE,Air Evans,Spain
847,WHY,Air Sorel,Canada
848,WDR,Air Net Private Charter,United States
849,XEC,Air Executive Charter,Germany
850,UPA,Air Foyle,United Kingdom
851,VTY,Air Midwest (Nigeria),Nigeria
852,VTA,Air Tahiti,French Polynesia
853,URG,Air Urga,Ukraine
854,VDR,Air Vardar,Macedonia
855,VIM,Air VIA,Bulgaria
856,WLR,Air Walser,Italy
857,URA,Aircompany Rosavia,Ukraine
858,XLB,Aircraft Performance Group,United States
859,WLA,Airwaves Airlink,Zambia
860,XFX,Airways Corporation of New Zealand,New Zealand
861,WAY,Airways,France
862,WGS,Airwings oy,Finland
863,XAK,Airkenya,Kenya
864,WPK,Air-Lift Associates,United States
865,VAB,Airtrans Ltd,Russia
866,URP,ARP 410 Airlines,Ukraine
867,WPR,Auckland Regional Rescue Helicopter Trust,New Zealand
868,URR,Aurora Airlines,Slovenia
869,UST,Austro Aéreo,Ecuador
870,WLT,Aviation Partners,United States
871,VLV,Avialift Vladivostok,Russia
872,VME,Aviación Comercial de América,Mexico
873,VVA,Aviast Air,Russia
874,WLV,Aviation North,United States
875,WTA,Africa West,Togo
876,VNT,Avient Air Zambia,Zambia
877,VZR,Aviazur,France
878,VID,Aviaprad,Russia
879,VXG,Avirex,Gabon
880,VXX,Aviaexpress Aircompany,Ukraine
881,XAM,AMR Services Corporation,United States
882,XAO,Airline Operations Services,United States
883,VAZ,Airlines 400,Russia
884,VAS,ATRAN Cargo Airlines,Russian Federation
885,VAM,Ameravia,Uruguay
886,KHV,Angkor Air,Cambodia
887,VBC,AVB-2004 Ltd,Bulgaria
888,XKX,ASECNA,France
889,XAT,AT and T Aviation Division,United States
890,CAJ,Air Caraibes Atlantique,France
891,CAO,Air China Cargo,China
892,CBE,Aerovías Caribe,Mexico
893,CBO,Aerotaxi del Cabo,Mexico
894,CBS,Air Columbus,Ukraine
895,CBV,Aereo Cabo,Mexico
896,CCA,Air China,China
897,CDA,Aerocardal,Chile
898,CDP,Aero Condor Peru,Peru
899,CDU,Aerotrans,Russia
900,CDV,Airline Skol,Russia
901,CFF,Aerofan,Spain
902,CFR,Africa One,Democratic Republic of the Congo
903,CFV,Aero Calafia,Mexico
904,CGB,Air Cargo Belize,Belize
905,CGV,Aero Clube Do Algarve,Portugal
906,CGW,Air Great Wall,China
907,CHJ,Aircompany Chaika,Ukraine
908,CHR,Air Charter Services,Democratic Republic of the Congo
909,CHV,Air Charter Professionals,United States
910,CID,Asia Continental Airlines,Kazakhstan
911,CIR,Arctic Circle Air Service,United States
912,CKL,Aviation Charter Services,United States
913,CLL,Aerovías Castillo,Mexico
914,CLP,Aero Club De Portugal,Portugal
915,CMF,Air Care Alliance,United States
916,CNE,Air Toronto,Canada
917,CNH,Aquila Air,United States
918,CNU,Air Consul,Spain
919,CNX,AllCanada Express,Canada
920,CPF,Airtechservice,Ukraine
921,CRD,Air Corridor,Mozambique
922,CRF,Air Central,Japan
923,CRJ,Air Cruzal,Angola
924,CRP,Aerotransportes Corporativos,Mexico
925,CRQ,Air Creebec,Canada
926,CTA,Aero Charter and Transport,United States
927,CTE,Air Tenglong,China
928,CTR,Aerolíneas Centauro,Mexico
929,CUO,Aerocuahonte,Mexico
930,CVA,Air Chathams,New Zealand
931,CWM,Air Marshall Islands,Marshall Islands
932,CWP,Australian Customs Service,Australia
933,CYL,Air One Cityliner,Italy
934,CYO,Air Transport,United States
935,CYE,Aerocheyenne,Mexico
936,DAH,Air Algérie,Algeria
937,DAP,Aerovías DAP,Chile
938,DBA,Air Alpha,United States
939,DBD,Air Niagara Express,Canada
940,DEF,Aviation Defense Service,France
941,DEG,Air Service Groningen,Netherlands
942,DHL,Astar Air Cargo,United States
943,DHM,Archer Aviation,United Kingdom
944,DIC,Aeromedica,Mexico
945,DIN,Aerodin,Mexico
946,DJU,Air Djibouti,Djibouti
947,DLA,Air Dolomiti,Italy
948,DLS,Aero Modelo,Mexico
949,DLU,Aerolíneas del Sur,Chile
950,DMC,Aerodinamica de Monterrey,Mexico
951,DMI,Aeroservicios Dinamicos,Mexico
952,DML,Aerotaxis Dosmil,Mexico
953,DNA,Aerodespachos de El Salvador,El Salvador
954,DNC,Aerodynamics Málaga,Spain
955,DNJ,Aerodynamics Incorporated,United States
956,DRD,Air Madrid,Spain
957,DRM,Airways Flight Training,United Kingdom
958,DRO,Aeronaves Del Noreste,Mexico
959,DRU,Alrosa Air Company,Russia
960,DSK,Aero Algarve,Portugal
961,DST,Aex Air,United States
962,EAT,Air Transport,Slovakia
963,EAY,Aero Airlines,Estonia
964,EBC,Aero Ejecutivo De Baja California,Mexico
965,ECE,Air City,Germany
966,ECG,Aero Ejecutivos RCG,Mexico
967,ECL,Aeronáutica Castellana,Spain
968,ECM,Aerolíneas Comerciales,Mexico
969,EDA,Aerolineas Nacionales Del Ecuador,Ecuador
970,EET,Air Este,Spain
971,EFC,Air Mana,France
972,EJP,Aeroservicios Ejecutivos Corporativos,Mexico
973,ELG,Alpi Eagles,Italy
974,END,Arrendadora y Transportadora Aérea,Mexico
975,ENW,Aeronaves Del Noroeste,Spain
976,EOL,Airailes,France
977,EOK,Aero K,South Korea
978,EOM,Aero Ermes,Mexico
979,EPL,Aero Transportes Empresariales,Mexico
980,EPE,Aero Empresarial,Mexico
981,EQL,Air São Tomé and Príncipe,São Tomé and Príncipe
982,ERG,Avianergo,Russia
983,ERI,Aero Servicios Regiomontanos,Mexico
984,ERK,Aerosec,Chile
985,ERM,Aeromaan,Mexico
986,ESB,Aereosaba,Mexico
987,ESO,Avitat,United Kingdom
988,ESU,Aerolíneas Ejecutivas Del Sureste,Mexico
989,ESZ,Aeronáutica La Esperanza,Mexico
990,ETE,Aero Siete,Mexico
991,EUK,Air Atlanta Europe,United Kingdom
992,EVE,Air Evex,Germany
993,EVR,Aeronautical Academy of Europe,Portugal
994,EXG,Air Exchange,United States
995,FAC,Atlantic Helicopters,Denmark
996,FAG,Argentine Air Force,Argentina
997,FAJ,Air Fiji,Fiji
998,FAN,AF-Air International,Angola
999,FBW,Aviation Data Systems,United States
1000,FCI,Air Carriers,United States
1001,FCO,Aerofrisco,Mexico
1002,FCU,Alfa 4,Mexico
1003,FDA,Fuji Dream Airlines,Japan
1004,FDS,African Medical and Research Foundation,Kenya
1005,FGT,Aero Freight,Mexico
1006,FIC,Aerosafin,Mexico
1007,FIF,Air Finland,Finland
1008,FII,Aerodata Flight Inspection,Germany
1009,FIX,Airfix Aviation,Finland
1010,FJI,Fiji Airways,Fiji
1011,FLD,Air Falcon,Pakistan
1012,FLI,Atlantic Airways,Faroe Islands
1013,FLP,Aeroclub Flaps,Spain
1014,FLZ,Aero Leasing,United States
1015,FMT,Air Fret De Mauritanie,Mauritania
1016,FNM,Avio Nord,Italy
1017,FNO,Aeroflota Del Noroeste,Spain
1018,FNX,Aero Fenix,France
1019,FPY,African Company Airlines,Democratic Republic of the Congo
1020,FRJ,Afrijet Airlines,Nigeria
1021,FRK,Afrika Aviation Handlers,Kenya
1022,FRQ,Afrique Chart'air,Cameroon
1023,FRT,Aerofreight Airlines,Russia
1024,FST,Aeros Limited,United Kingdom
1025,FTC,Air Affaires Tchad,Chad
1026,FXI,Air Iceland,Iceland
1027,GAP,Air Philippines,Philippines
1028,GAU,Aerogaucho,Uruguay
1029,GBJ,Aero Business Charter,Germany
1030,GCF,Aeronor,Spain
1031,GCK,Aerogem Cargo,Ghana
1032,GFO,Aerovías del Golfo,Mexico
1033,GGL,Aeronáutica,Angola
1034,GGN,Air Georgian,Canada
1035,GHL,Aviance UK,United Kingdom
1036,GHN,Air Ghana,Ghana
1037,GIL,African International Transport,Guinea
1038,GIP,Air Guinee Express,Guinea
1039,GIZ,Africa Airlines,Guinea
1040,GLL,Air Gemini,Angola
1041,GLT,Aero Charter,United States
1042,GME,Aguilas Mayas Internacional,Guatemala
1043,GMM,Aerotaxis Guamuchil,Mexico
1044,GMS,Aeroservicios Gama,Mexico
1045,GNT,Amber Air,Lithuania
1046,GOA,Alberta Government,Canada
1047,GRE,Air Scotland,Greece
1048,GRG,Air Georgia,Georgia
1049,GRI,Air Cargo Center,São Tomé and Príncipe
1050,GRO,Allegro,Mexico
1051,GRR,Agroar - Trabalhos Aéreos,Portugal
1052,GRX,Aircompany Grodno,Belarus
1053,GSP,Airlift Alaska,United States
1054,GSV,Agrocentr-Avia,Kazakhstan
1055,GTC,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,Turkey
1056,GTI,Atlas Air,United States
1057,GTP,Aerotaxi Grupo Tampico,Mexico
1058,GUA,Aerotaxis de Aguascalientes,Mexico
1059,GUY,Air Guyane,French Guiana
1060,GVI,Air Victoria Georgia,Georgia
1061,HAD,Air d'Ayiti,Haiti
1062,HAH,Air Comores International,Comoros
1063,HAT,Air Taxi,France
1064,HEI,Aerohein,Chile
1065,HGH,Atlantic Air Lift,France
1066,HID,Aviación Ejecutiva De Hildago,Mexico
1067,HJA,Air Haiti,Haiti
1068,HLN,Air Holland,Netherlands
1069,HJT,Al Rais Cargo,United Arab Emirates
1070,HKH,Air-Invest,Hungary
1071,HMA,Air Tahoma,United States
1072,HMT,Air Nova,United Kingdom
1073,HOM,Aero Homex,Mexico
1074,HPO,Almiron Aviation,Uganda
1075,HQO,Avinor,Norway
1076,HYR,Airlink Airways,Ireland
1077,HZT,Air Horizon,Togo
1078,ICM,Air Inter Cameroun,Cameroon
1079,IFI,Air Lift,Greece
1080,IKM,Aero Survey,Ghana
1081,ILK,Aero Airline,Kazakhstan
1082,IME,Airtime Charters,United Kingdom
1083,IMN,Aerotaxis Cimarron,Mexico
1084,INA,Aero Internacional,Mexico
1085,ING,Aeroingenieria,Chile
1086,INO,Aeroservicios Intergrados de Norte,Mexico
1087,IPL,Airpull Aviation,Spain
1088,IRD,Arvand Airlines,Iran
1089,IRH,Atlas Aviation Group,Iran
1090,IRW,Aram Airline,Iran
1091,IRX,Aria Tour,Iran
1092,ITE,Aerotaxi S.R.O.,Czech Republic
1093,ITF,Avita-Servicos Aéreos,Angola
1094,ITI,AirSwift,Philippines
1095,ITO,Aero Citro,Mexico
1096,IVE,Air Executive,Spain
1097,IWS,Aviainvest,Russia
1098,JAB,Air Bagan,Myanmar
1099,JAD,Aerojal,Mexico
1100,JAR,Airlink,Austria
1101,JEE,Ambjek Air Services,Nigeria
1102,UTX,Avfinity,United States
1103,JMR,Alexandair,Canada
1104,JMX,Air Jamaica Express,Jamaica
1105,JOA,Air Swift Aviation,Australia
1106,JOB,Aerojobeni,Mexico
1107,JOL,Atyrau Air Ways,Kazakhstan
1108,JPR,Aerosmith Aviation,United States
1109,JTS,Arrendamiento de Aviones Jets,Mexico
1110,JUA,Aero Juarez,Mexico
1111,JZA,Air Canada Jazz,Canada
1112,KAA,Asia Aero Survey and Consulting Engineers,Republic of Korea
1113,KAD,Air Kirovograd,Ukraine
1114,KAM,Air Mach,Italy
1115,KAV,Air Kufra,Libya
1116,KEK,Arkhabay,Kazakhstan
1117,KFK,Aero Charter Krifka,Austria
1118,KFT,Air Kraft Mir,Uzbekistan
1119,KGD,Air Concorde,Bulgaria
1120,KHH,Alexandria Airlines,Egypt
1121,KIE,Afit,Germany
1122,KKB,Air South,United States
1123,KKK,Atlasjet,Turkey
1124,KLB,Air Mali International,Mali
1125,KLZ,Aerokaluz,Mexico
1126,KOR,Air Koryo,Democratic People's Republic of Korea
1127,KOY,Araiavia,Kazakhstan
1128,KRE,AeroSucre,Colombia
1129,KRT,Air Kokshetau,Kazakhstan
1130,KSI,Air Kissari,Angola
1131,KTN,Aeronavigaciya,Ukraine
1132,KVR,Alliance Avia,Kazakhstan
1133,KYC,Av Atlantic,United States
1134,KZR,Air Astana,Kazakhstan
1135,LAG,Aviation Legacy,Gambia
1136,LBC,Albanian Airlines,Albania
1137,LBI,Albisa,Mexico
1138,LBW,Albatros Airways,Albania
1139,LDG,Aerolíneas Aéreas Ejecutivas De Durango,Mexico
1140,BOX,Aerologic,Germany
1141,LDN,Al-Donas Airlines,Nigeria
1142,AKJ,Akasa Air,India
1143,LDR,Aero Lider,Mexico
1144,LEM,Aleem,Egypt
1145,LET,Aerolíneas Ejecutivas,Mexico
1146,LFC,Aero Control Air,Canada
1147,LGN,Aerolaguna,Mexico
1148,LHR,Al Ahram Aviation,Egypt
1149,LID,Alidaunia,Italy
1150,LIE,Al-Dawood Air,Nigeria
1151,LKP,American Aviation,United States
1152,LKS,Airlink Solutions,Spain
1153,LKY,Air Solutions,United States
1154,LLR,Air India Regional,India
1155,LMA,Aerolima,Mexico
1156,LML,Alamia Air,Libya
1157,LMP,Air Plus Argentina,Argentina
1158,LMT,Almaty Aviation,Kazakhstan
1159,LMX,Aerolíneas Mexicanas J S,Mexico
1160,LMY,Air Almaty,Kazakhstan
1161,LMZ,Air Almaty ZK,Kazakhstan
1162,LNE,Aerolane,Ecuador
1163,LNK,Airlink,South Africa
1164,LNT,Aerolíneas Internacionales,Mexico
1165,LOK,Alok Air,Sudan
1166,LOU,Air Saint Louis,Senegal
1167,LPA,Air Leap,Sweden
1168,LPC,Alpine Aviation,South Africa
1169,LPV,Air Alps Aviation,Austria
1170,LRO,Alrosa-Avia,Russia
1171,LRW,Al Rida Airways,Mauritania
1172,LSK,Aurela,Lithuania
1173,LSM,Aerobusinessservice,Russia
1174,LSR,Alsair,France
1175,LTI,Aerotaxis Latinoamericanos,Mexico
1176,LUC,Albinati Aeronautics,Switzerland
1177,LUR,Atlantis European Airways,-
1178,LVR,Aviavilsa,Lithuania
1179,LXG,Air Luxor GB,Guinea-Bissau
1180,LXR,Air Luxor,Portugal
1181,LYT,Apatas Air,Lithuania
1182,LZP,Air Ban,Bulgaria
1183,LZR,Air Lazur,Bulgaria
1184,MAM,Aeródromo De La Mancha,Spain
1185,MAU,Air Mauritius,Mauritius
1186,MBA,Avag Air,Austria
1187,MBB,Air Manas,Kyrgyzstan
1188,MBC,Airjet Exploracao Aerea de Carga,Angola
1189,MBV,Aeriantur-M,Moldova
1190,MCB,Air Mercia,United Kingdom
1191,MCD,Air Medical,United Kingdom
1192,MCO,Aerolíneas Marcos,Mexico
1193,MDC,Atlantic Aero and Mid-Atlantic Freight,United States
1194,MDG,Air Madagascar,Madagascar
1195,MDX,Aerosud Charter,South Africa
1196,MEF,Air Meridan,Nigeria
1197,MFL,Aero McFly,Mexico
1198,MGE,Asia Pacific Airlines,United States
1199,MGS,Aeromagar,Mexico
1200,MIE,Aero Premier De Mexico,Mexico
1201,MLD,Air Moldova,Moldova
1202,MLF,Amal Airlines,Djibouti
1203,MLI,Air Mali,Mali
1204,MLN,Air Madeleine,Canada
1205,MMC,Aermarche,Italy
1206,MMD,Air Alsie,Denmark
1207,MMM,Aviation Company Meridian,Russia
1208,MMP,AMP Incorporated,United States
1209,MMX,Airmax,Peru
1210,MNE,Aerolíneas Amanecer,Mexico
1211,MNG,Aero Mongolia,Mongolia
1212,MOC,Air Monarch Cargo,Mexico
1213,MOP,Aeropublicitaria De Angola,Angola
1214,MOR,Aerolíneas De Morelia,Mexico
1215,MPD,Air Plus Comet,Spain
1216,MPX,Aeromexpress,Mexico
1217,MQT,Air ITM,France
1218,MRL,Aeromorelos,Mexico
1219,MRM,Aerocharter,Canada
1220,MRT,Air Mauritanie,Mauritania
1221,MSC,Air Cairo,Egypt
1222,MSK,Air Sport,Bulgaria
1223,MSM,Aeromas,Uruguay
1224,MSO,Aerolíneas Mesoamericanas,Mexico
1225,MSV,Aero-Kamov,Russia
1226,MTB,Aerotaxis Metropolitanos,Mexico
1227,MTE,Aeromet Línea Aérea,Chile
1228,MTK,Air Metack,Angola
1229,MTY,Air Montegomery,United Kingdom
1230,MXO,Aerotaxi Mexicano,Mexico
1231,MYS,Aero Yaqui Mayo,Mexico
1232,MZK,AVC Airlines,Japan
1233,MZL,Aerovías Montes Azules,Mexico
1234,NBK,Albarka Air,Nigeria
1235,NEL,Aero Servicios de Nuevo Laredo,Mexico
1236,NGV,Angoavia,Angola
1237,NID,Aeroni,Mexico
1238,NIE,Aeroejecutiva Nieto,Mexico
1239,NIG,Aero Contractors,Nigeria
1240,NKZ,Aerokuzbass,Russia
1241,NRE,Aviones Are,Mexico
1242,NRS,Atlantic Richfield Company,United States
1243,NSO,Aerolíneas Sosa,Honduras
1244,NTD,Aero Norte,Mexico
1245,NTV,Air Inter Ivoire,Ivory Coast
1246,NUL,Aeroservicios De Nuevo Leon,Mexico
1247,NVI,Avial NV Aviation Company,Russia
1248,NWG,Airwing,Norway
1249,NXA,Air Next,Japan
1250,OAO,Arkhangelsk 2 Aviation Division,Russia
1251,OGI,Aerogisa,Mexico
1252,OLV,Aerolíneas Olve,Mexico
1253,OMG,Aeromega,United Kingdom
1254,ONR,Air One Nine,Libya
1255,ONT,Air Ontario,Canada
1256,ORP,Aerocorp,Mexico
1257,OSN,Aerosan,Mexico
1258,OSO,Aviapartner Limited Company,Russia
1259,PAJ,Aliparma,Italy
1260,PBT,Air Parabet,Bangladesh
1261,PBU,Air Burundi,Burundi
1262,PCG,Aeropostal Cargo de Mexico,Mexico
1263,PCK,Air Pack Express,Spain
1264,PCS,Air Palace,Mexico
1265,PEL,Aeropelican Air Services,Australia
1266,PEV,Peoples Vienna Line,Austria
1267,PFI,Aerolíneas Chihuahua,Mexico
1268,PFT,Air Cargo Express International,United States
1269,PHR,Al Farana Airline,Egypt
1270,PHW,Ave.com,United Arab Emirates
1271,PIE,Air South West,United Kingdom
1272,PIF,Aeroservicios California Pacifico,Mexico
1273,PKA,AST Pakistan Airways,Pakistan
1274,PNL,Aero Personal,Mexico
1275,PNU,Aero Servicios Platinum,Mexico
1276,POY,Apoyo Aéreo,Mexico
1277,PRT,Atlantic Coast Jet,United States
1278,PRZ,Air Paradise International,Indonesia
1279,PZA,Aéreo Taxi Paraza,Mexico
1280,QCL,Air Class Líneas Aéreas,Uruguay
1281,QEA,Aviation Consultancy Office,Australia
1282,QAT,Aero Taxi,Canada
1283,QKC,Aero Taxi Aviation,United States
1284,QLA,Aviation Quebec Labrador,Canada
1285,QSC,African Safari Airways,Kenya
1286,QUI,Aero Quimmco,Mexico
1287,RAD,Alada,Angola
1288,RAI,Aerotur Air,Kazakhstan
1289,RAP,Air Center Helicopters,United States
1290,RBE,Aur Rum Benin,Benin
1291,RBJ,Aeroserivios Del Bajio,Mexico
1292,RBU,Airbus France,France
1293,RBV,Air Roberval,Canada
1294,ARU,Aruba Airlines,Aruba
1295,RCC,Air Charters Eelde,Netherlands
1296,RCE,Aerocer,Mexico
1297,RCF,Aeroflot-Cargo,Russia
1298,RCH,Air Mobility Command,United States
